"Year","District","Code","Location","Robbery","Street_robbery","Injury","Agg_assault","Threat","Theft","Car","From_car","Bike","Burglary","Fire","Arson","Damage","Graffiti","Drugs","Local"
2019,"Charlottenburg-Wilmersdorf",40514,"Düsseldorfer Straße",38,17,260,65,93,1686,67,314,290,83,24,11,357,119,80,807
2019,"Charlottenburg-Wilmersdorf",40515,"Barstraße",9,6,118,20,55,720,27,131,168,30,4,3,114,21,39,343
2019,"Charlottenburg-Wilmersdorf",40516,"Volkspark Wilmersdorf",26,16,229,47,91,2011,39,338,417,114,19,4,308,53,96,918
2019,"Charlottenburg-Wilmersdorf",40617,"Forst Grunewald",6,6,17,6,13,36,1,11,3,1,13,13,15,5,4,44
2019,"Charlottenburg-Wilmersdorf",49900,"Bezirk (Ch-Wi), nicht zuzuordnen",1,1,3,2,7,40,1,8,9,0,2,2,4,0,1,11
2019,"Spandau",50101,"Hakenfelde",12,4,165,35,63,813,41,173,64,31,26,16,229,13,26,476
2019,"Spandau",50102,"Falkenhagener Feld",20,11,399,74,162,1063,81,150,114,53,46,16,299,9,67,891
2019,"Spandau",50103,"Spandau Mitte",65,31,671,160,251,1940,47,247,167,35,28,16,529,48,266,1328
2019,"Spandau",50204,"Brunsbütteler Damm",14,3,169,41,73,839,51,125,121,25,17,6,207,10,18,438
2019,"Spandau",50205,"Heerstraße Nord",21,9,362,77,122,860,35,151,88,51,25,12,338,70,42,740
2019,"Spandau",50206,"Wilhelmstadt",39,20,601,150,202,2459,30,207,162,55,20,8,364,40,101,1148
2019,"Spandau",50307,"Haselhorst",18,7,150,33,78,693,49,127,52,21,14,10,108,9,39,337
2019,"Spandau",50308,"Siemensstadt",13,8,128,25,45,662,44,130,96,38,8,5,130,33,34,330
2019,"Spandau",50409,"Gatow/Kladow",6,3,92,21,61,348,19,34,38,86,8,6,124,4,8,241
2019,"Spandau",59900,"Bezirk (Sp), nicht zuzuordnen",3,1,7,3,0,17,0,5,1,0,2,2,4,0,5,12
2019,"Steglitz-Zehlendorf",60101,"Schloßstr.",39,23,240,51,79,2281,41,155,388,65,41,5,248,45,70,587
2019,"Steglitz-Zehlendorf",60102,"Albrechtstr.",35,23,274,49,128,1486,79,308,271,142,31,12,426,90,59,843
2019,"Steglitz-Zehlendorf",60203,"Lankwitz",19,9,354,60,132,1262,51,240,104,117,19,6,333,30,78,839
2019,"Steglitz-Zehlendorf",60204,"Ostpreußendamm",22,10,216,40,101,955,53,189,163,66,16,7,257,68,29,514
2019,"Steglitz-Zehlendorf",60305,"Teltower Damm",36,28,173,29,94,1170,23,204,376,50,12,2,242,32,51,449
2019,"Steglitz-Zehlendorf",60306,"Drakestr.",20,10,269,50,133,1475,52,289,288,94,19,7,316,35,44,676
2019,"Steglitz-Zehlendorf",60407,"Zehlendorf Südwest",15,10,145,40,81,906,38,157,160,95,31,19,411,241,36,389
2019,"Steglitz-Zehlendorf",60408,"Zehlendorf Nord",31,15,204,40,111,1782,65,379,390,148,24,13,475,215,43,567
2019,"Steglitz-Zehlendorf",69900,"Bezirk (St-Zd), nicht zuzuordnen",0,0,9,3,3,39,0,6,6,0,1,1,1,0,2,12
2019,"Tempelhof-Schöneberg",70101,"Schöneberg-Nord",125,81,737,206,228,4691,39,383,642,113,32,18,672,233,413,2016
2019,"Tempelhof-Schöneberg",70202,"Schöneberg-Süd",43,24,606,142,209,3103,47,294,597,88,22,8,615,177,241,1632
2019,"Tempelhof-Schöneberg",70303,"Friedenau",27,16,271,51,121,2173,72,325,421,92,32,15,389,88,67,777
2019,"Tempelhof-Schöneberg",70404,"Tempelhof",66,27,813,173,325,3816,116,698,407,173,47,19,869,254,287,2128
2019,"Tempelhof-Schöneberg",70505,"Mariendorf",40,21,332,68,258,1832,61,435,205,172,21,7,400,68,86,1080
2019,"Tempelhof-Schöneberg",70606,"Marienfelde",16,9,260,67,102,947,48,191,107,46,23,10,251,40,41,557
2019,"Tempelhof-Schöneberg",70707,"Lichtenrade",33,22,329,54,129,1008,80,225,126,95,36,12,398,71,69,675
2019,"Tempelhof-Schöneberg",79900,"Bezirk (Th-Sb), nicht zuzuordnen",2,2,5,1,5,48,1,3,6,0,0,0,5,3,5,14
2019,"Neukölln",80101,"Schillerpromenade",62,33,472,173,124,1983,21,243,256,101,24,16,404,59,458,1138
2019,"Neukölln",80102,"Neuköllner Mitte/Zentrum",100,52,759,270,217,4680,30,458,388,97,32,18,634,119,469,1722
2019,"Neukölln",80103,"Reuterstraße",77,47,604,203,187,3413,24,296,628,114,42,23,593,147,462,1717
2019,"Neukölln",80104,"Rixdorf",55,40,492,153,148,2341,18,293,465,92,23,16,548,90,346,1506
2019,"Neukölln",80105,"Köllnische Heide",24,8,221,56,98,1187,48,291,46,41,23,12,208,15,85,600
2019,"Neukölln",80206,"Britz",52,30,464,107,217,2094,69,463,195,191,25,12,514,63,145,1346
2019,"Neukölln",80207,"Buckow",24,14,222,42,119,567,29,155,39,49,13,6,324,10,51,678
2019,"Neukölln",80308,"Gropiusstadt",48,27,448,129,171,1683,45,334,105,72,21,7,368,30,47,1037
2019,"Neukölln",80409,"Buckow Nord",11,5,82,19,42,366,11,81,32,30,5,3,83,4,11,216
2019,"Neukölln",80410,"Rudow",25,16,303,65,134,898,75,209,93,129,14,11,314,15,45,696
2019,"Neukölln",89900,"Bezirk (Nk), nicht zuzuordnen",2,1,5,2,10,79,0,13,4,0,0,0,6,3,7,21
2019,"Treptow-Köpenick",90101,"Alt-Treptow",32,21,203,60,61,1494,23,108,312,31,10,3,189,52,141,791
2019,"Treptow-Köpenick",90102,"Plänterwald",5,1,56,11,34,536,32,97,64,38,2,1,102,16,7,257
2019,"Treptow-Köpenick",90103,"Baumschulenweg",14,8,122,17,62,806,45,137,142,43,10,7,142,26,30,317
2019,"Treptow-Köpenick",90104,"Johannisthal",12,6,121,21,67,591,47,161,90,39,14,6,143,11,32,340
2019,"Treptow-Köpenick",90205,"Oberschöneweide",10,4,335,76,96,1202,79,362,168,37,24,11,333,63,84,749
2019,"Treptow-Köpenick",90206,"Niederschöneweide",16,10,222,61,60,1042,30,83,172,20,9,4,251,106,48,418
2019,"Treptow-Köpenick",90207,"Adlershof",14,9,171,36,78,983,48,140,240,23,9,6,240,52,28,396
2019,"Treptow-Köpenick",90208,"Köllnische Vorstadt/Spindlersfeld",1,1,130,31,36,360,17,52,80,13,12,4,151,33,24,259
2019,"Treptow-Köpenick",90309,"Altglienicke",11,8,213,44,78,671,88,120,91,55,16,5,164,21,39,442
2019,"Treptow-Köpenick",90310,"Bohnsdorf",5,3,107,20,42,442,25,66,61,28,5,3,118,11,14,255
2019,"Treptow-Köpenick",90311,"Grünau",2,1,33,8,23,251,12,35,73,14,15,9,136,64,8,114
2019,"Treptow-Köpenick",90312,"Schmöckwitz/Karolinenhof/Rauchfangswerder",3,0,22,3,10,79,9,8,11,0,5,4,16,3,2,42
2019,"Treptow-Köpenick",90413,"Köpenick-Süd",3,2,46,5,14,176,9,37,26,29,18,12,59,7,8,113
2019,"Treptow-Köpenick",90414,"Allende-Viertel",1,0,75,17,20,355,20,53,87,5,8,5,94,15,18,172
2019,"Treptow-Köpenick",90415,"Altstadt-Kietz",4,3,102,22,40,180,4,28,49,2,3,0,124,21,27,209
2019,"Treptow-Köpenick",90416,"Müggelheim",1,1,21,7,9,86,4,11,14,5,11,10,48,10,11,53
2019,"Treptow-Köpenick",90517,"Friedrichshagen",12,7,135,33,27,560,40,65,182,15,19,4,176,48,16,236
2019,"Treptow-Köpenick",90518,"Rahnsdorf/Hessenwinkel",0,0,41,5,17,238,14,41,69,14,4,4,79,20,13,77
2019,"Treptow-Köpenick",90519,"Dammvorstadt",19,14,206,60,46,756,21,72,154,11,8,3,161,36,65,373
2019,"Treptow-Köpenick",90520,"Köpenick-Nord",3,3,79,24,30,265,15,53,61,36,13,5,91,19,16,178
2019,"Treptow-Köpenick",99900,"Bezirk (Tp-Kp), nicht zuzuordnen",1,1,12,1,9,35,0,4,6,0,4,4,13,2,2,25
2019,"Marzahn-Hellersdorf",100101,"Marzahn-Nord",28,17,405,71,104,554,54,71,53,17,27,9,305,78,53,682
2019,"Marzahn-Hellersdorf",100102,"Marzahn-Mitte",56,41,712,171,190,1719,146,325,66,22,49,17,506,65,130,1271
2019,"Marzahn-Hellersdorf",100103,"Marzahn-Süd",33,19,402,87,122,1546,156,346,101,45,11,6,325,21,70,831
2019,"Marzahn-Hellersdorf",100204,"Hellersdorf-Nord",47,28,532,89,167,1607,61,176,96,29,50,23,531,65,112,1309
2019,"Marzahn-Hellersdorf",100205,"Hellersdorf-Ost",28,19,244,49,81,545,39,79,77,10,31,10,188,30,42,540
2019,"Marzahn-Hellersdorf",100206,"Hellersdorf-Süd",17,11,266,45,84,566,29,56,57,7,21,7,272,80,45,473
2019,"Marzahn-Hellersdorf",100307,"Biesdorf",17,9,204,38,77,1038,48,152,158,76,16,6,187,29,34,396
2019,"Marzahn-Hellersdorf",100408,"Kaulsdorf",8,4,113,21,39,517,24,81,98,40,14,7,137,17,18,225
2019,"Marzahn-Hellersdorf",100409,"Mahlsdorf",3,3,85,17,40,487,38,88,78,85,9,4,191,56,30,197
2019,"Marzahn-Hellersdorf",109900,"Bezirk (Mz-Hd), nicht zuzuordnen",2,2,4,0,2,26,3,5,1,0,0,0,14,4,10,10
2019,"Lichtenberg",110101,"Malchow, Wartenberg und Falkenberg",1,0,24,6,6,110,1,14,10,14,5,0,35,6,6,42
2019,"Lichtenberg",110102,"Neu-Hohenschönhausen Nord",11,6,346,63,107,547,52,78,53,17,29,11,254,24,68,637
2019,"Lichtenberg",110103,"Neu-Hohenschönhausen Süd",20,15,327,79,90,855,64,148,91,22,21,5,257,18,26,706
2019,"Lichtenberg",110204,"Alt-Hohenschönhausen Nord",17,9,197,41,64,891,35,136,62,35,7,6,173,13,26,469
2019,"Lichtenberg",110205,"Alt-Hohenschönhausen Süd",18,10,254,44,75,1126,88,224,143,30,10,3,229,34,36,592
2019,"Lichtenberg",110306,"Fennpfuhl",22,11,312,57,98,1056,60,185,133,45,25,10,358,58,45,686
2019,"Lichtenberg",110307,"Alt-Lichtenberg",74,54,553,126,149,2105,94,254,214,32,38,21,445,94,102,1115
2019,"Lichtenberg",110308,"Frankfurter Allee Süd",20,7,159,51,37,693,34,65,92,5,10,6,173,45,88,292
2019,"Lichtenberg",110409,"Neu Lichtenberg",32,21,349,89,117,1699,52,107,384,36,15,9,422,91,51,1036
2019,"Lichtenberg",110410,"Friedrichsfelde Nord",18,14,153,37,73,567,53,113,77,8,12,2,171,44,23,355
2019,"Lichtenberg",110411,"Friedrichsfelde Süd",14,9,187,41,61,908,56,139,116,50,13,6,253,35,38,500
2019,"Lichtenberg",110512,"Rummelsburger Bucht",4,3,58,14,20,332,11,55,99,12,9,6,80,28,11,147
2019,"Lichtenberg",110513,"Karlshorst",6,6,117,26,49,720,38,112,171,73,8,4,131,24,13,288
2019,"Lichtenberg",119900,"Bezirk (Lb), nicht zuzuordnen",3,3,7,1,4,28,0,1,6,0,0,0,5,0,1,17
2019,"Reinickendorf",121031,"Ost 1 - Reginhardstr.",21,14,322,75,119,947,42,172,117,77,23,12,225,24,104,738
2019,"Reinickendorf",121032,"Ost 2 - Alt-Reinickendorf",34,21,282,67,132,1261,41,286,90,84,11,5,314,116,119,666
2019,"Reinickendorf",122141,"West 1 - Tegel-Süd/Flughafensee",9,4,256,69,109,1233,21,217,43,37,9,3,142,6,210,528
2019,"Reinickendorf",122144,"West 4 - Auguste-Viktoria-Allee",29,13,351,84,161,1336,21,255,99,54,16,6,271,63,70,785
2019,"Reinickendorf",122145,"West 5 - Tegel/Tegeler Forst",29,15,164,53,70,860,7,38,69,36,8,4,127,26,34,350
2019,"Reinickendorf",122242,"West 2 - Heiligensee/Konradshöhe",7,3,77,21,56,365,23,87,61,43,7,4,116,13,18,199
2019,"Reinickendorf",122311,"Nord 1 - Frohnau/Hermsdorf",14,8,106,23,54,883,41,153,275,87,4,1,198,28,44,286
2019,"Reinickendorf",123012,"Nord 2 - Waidmannslust/Wittenau/Lübars",34,19,372,85,123,1160,30,135,150,93,16,3,306,74,110,728
2019,"Reinickendorf",123021,"MV 1 - Märkisches Viertel",42,22,491,123,187,1100,51,224,76,40,39,19,286,11,73,986
2019,"Reinickendorf",123022,"MV 2 - Rollbergsiedlung",6,4,84,19,34,293,13,36,18,34,5,2,156,56,21,212
2019,"Reinickendorf",123043,"West 3 - Borsigwalde/Freie Scholle",8,4,95,18,43,492,21,96,69,38,6,1,79,8,31,218
2019,"Reinickendorf",129900,"Bezirk (Rd), nicht zuzuordnen",3,2,14,7,4,59,0,7,15,0,1,0,7,3,9,21
