Barcode,File Name,Year,Period,Slaves,Slave Name,Middle Name,Surname,Alias,Gender,Age,Physical Description,Spouse's Name,Child(ren),Parent(s),Enslaver_Buyer,Enslaver's Alias,"Prior Enslaver's Name, if applicable / Trafficker",Locality,Source
7741628,_0002_0023_0001-0004,1818,1801-1820,1,Palsay,,,,Unknown,,,,,Sam; Quilla,Archibald Bryan Jr; William G Poindexter; William Miller,,Robert Mims,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0023_0001-0004,1818,1801-1820,1,Janny,,,,Unknown,,,,,Sam; Quilla,Archibald Bryan Jr; William G Poindexter; William Miller,,Robert Mims,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0023_0001-0004,1818,1801-1820,1,Archer,,,,Unknown,,,,,Sam; Quilla,Archibald Bryan Jr; William G Poindexter; William Miller,,Robert Mims,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0023_0001-0004,1818,1801-1820,1,Tenor,,,,Unknown,,,,,Sam; Quilla,Archibald Bryan Jr; William G Poindexter; William Miller,,Robert Mims,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0023_0001-0004,1818,1801-1820,1,Caty,,,,Unknown,,,,,Sam; Quilla,Archibald Bryan Jr; William G Poindexter; William Miller,,Robert Mims,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0023_0001-0004,1818,1801-1820,1,Sam Jr,,,,Unknown,,,,,Sam; Quilla,Archibald Bryan Jr; William G Poindexter; William Miller,,Robert Mims,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0023_0001-0004,1818,1801-1820,1,Romia,,,,Unknown,,,,,,Archibald Bryan Jr; William G Poindexter; William Miller,,Robert Mims,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0023_0001-0004,1818,1801-1820,1,Kale,,,,Unknown,,,,,,Archibald Bryan Jr; William G Poindexter; William Miller,,Robert Mims,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0023_0001-0004,1818,1801-1820,1,Jinney,,,,Unknown,,,,,,Archibald Bryan Jr; William G Poindexter; William Miller,,Robert Mims,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0026_0001-0002,1818,1801-1820,1,Rhody,,,,F,10,,,,,Bartley Baugh,,Polly W Baugh,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0026_0001-0002,1818,1801-1820,1,Molly,,,,F,60,,,,,Bartley Baugh,,Polly W Baugh,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Jinny,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Burwell,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Hannah,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Phillis,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Jinny,,,Little Jinny,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Billey,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Nathan,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,George,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Milley,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Alick,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Mary,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Mourning,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0002_0025_0001-0002,1818,1801-1820,1,Fanny,,,,Unknown,,,,,,Charles Cross,,Samuel G Williams; Joseph G Williams Trustees,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1133868,_0002_0010_0001-0002,1818,1801-1820,1,Daniel,,,,Unknown,,,,,,David Edwards,,John Edwards Jr,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
7741628,_0002_0024_0001-0002,1818,1801-1820,1,Dave,,,,M,,,,,,Elizabeth McIver,McJever,James McIver,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1147037,_0004_0012_0001-0002,1818,1801-1820,1,Sisley,,,,F,,,,,,John Shelton Sr,,Benjamin Nuckols; Betsy Nuckols; Sally Toler,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0012_0001-0002,1818,1801-1820,1,Rensey,,,,F,,,,,,John Shelton Sr,,Benjamin Nuckols; Betsy Nuckols; Sally Toler,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0012_0001-0002,1818,1801-1820,1,Huldy,,,,F,,,,Milly,,John Shelton Sr,,Benjamin Nuckols; Betsy Nuckols; Sally Toler,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0012_0001-0002,1818,1801-1820,1,Isaac,,,,Unknown,,,,,,John Shelton Sr,,Benjamin Nuckols; Betsy Nuckols; Sally Toler,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0012_0001-0002,1818,1801-1820,1,Milly,,,,Unknown,,,,,Huldy,John Shelton Sr,,Benjamin Nuckols; Betsy Nuckols; Sally Toler,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1133551,_0010_0001_0001-0002,1818,1801-1820,1,Ezekiel,,,,M,,,,,,John Ward Kellum,,Jonathan Rowles,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0007_0001_0001-0002,1818,1801-1820,1,Leah,,,,F,,,,,,Richard Bayly; John Bayly,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0007_0003_0001-0002,1818,1801-1820,1,Leah,,,,F,,,,,,Richard Bayly; John Bayly,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0007_0003_0001-0002,1818,1801-1820,1,Esther,,,,F,,,,,,Richard Bayly; John Bayly,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0007_0001_0001-0002,1818,1801-1820,1,Stephen,,,,M,,,,,,Richard Bayly; John Bayly,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0007_0003_0001-0002,1818,1801-1820,1,Stephen,,,,M,,,,,,Richard Bayly; John Bayly,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0007_0004_0001-0002,1818,1801-1820,1,Leah,,,,F,,,,,,Richard D Bayly & Co,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0007_0004_0001-0002,1818,1801-1820,1,Stephen,,,,M,,,,,,Richard D. Bayly & Co,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0011_0001_0001-0003,1818,1801-1820,1,Esther,,,,F,,,,unnamed,,Thomas M Bayly,,Admr of William Conquest deceased,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0011_0001_0001-0003,1818,1801-1820,1,Hessey,,,,F,,,,,,Thomas M Bayly,,Admr of William Conquest deceased,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0011_0001_0001-0003,1818,1801-1820,1,Unidentified,,,,M,,,,,Esther,Thomas M Bayly,,Admr of William Conquest deceased,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0011_0001_0001-0003,1818,1801-1820,1,Joseph,,,,Unknown,,,,,,Thomas M. Bayly,,"Admr of William Conquest, deceased",Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0007_0002_0001-0003,1818,1801-1820,1,Leah,,,,F,,,,,,Walston and Custis,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0007_0002_0001-0003,1818,1801-1820,1,Stephen,,,,M,,,,,,Walston and Custis,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0010_0003_0001-0002,1818,1801-1820,1,Sarah,,,,Unknown,2,,,,Agnes,William Smart,,Samuel Waples,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0010_0005_0001-0002,1818,1801-1820,1,Jenney,,,,F,13,,,,,William Smart,,Littleton Townsend,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0010_0003_0001-0002,1818,1801-1820,1,Agnes,,,,F,20,,,Sarah,,William Smart,,Samuel Waples,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0010_0003_0001-0002,1818,1801-1820,1,Daniel,,,,Unknown,25,,,,,William Smart,,Samuel Waples,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133551,_0010_0004_0001-0002,1818,1801-1820,1,Stephen,,,,M,,,,,,William Smart,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1182360,_0006_0003_0001-0002,1819,1801-1820,1,Martha,,,,F,,,,,,Edward Simmons,,Charles W. Brewer,Petersburg City,"Petersburg (Va.) Free Negro and Slave Records, 1787-1865"
1133685,_0005_0001_0001-0002,1819,1801-1820,1,Joe,,,,Unknown,,,,,,Margaret Joynes; Elias Joynes,,John Smith Sr.,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133685,_0005_0001_0001-0002,1819,1801-1820,1,Mary,,,,F,,,,Rachel,,Margaret Joynes; Elias Joynes,,John Smith Sr,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133685,_0005_0001_0001-0002,1819,1801-1820,1,Jacob,,,,Unknown,,,,,,Margaret Joynes; Elias Joynes,,John Smith Sr,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133685,_0005_0001_0001-0002,1819,1801-1820,1,Rachel,,,,Unknown,,,,,Mary,Margaret Joynes; Elias Joynes,,John Smith Sr,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133685,_0005_0002_0001-0002,1819,1801-1820,1,Henry,,,,Unknown,,,,,,Thomas Joynes,,John Smith Sr.,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133685,_0005_0002_0001-0002,1819,1801-1820,1,Nan,,,,Unknown,,,,,,Thomas Joynes,,John Smith Sr,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133685,_0005_0002_0001-0002,1819,1801-1820,1,Parker,,,Joe,Unknown,,,,,,Thomas Joynes,,John Smith Sr,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133685,_0002_0001_0001-0002,1819,1801-1820,1,Leah,,,,F,,,,,,Walston and Custis,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133685,_0002_0001_0001-0002,1819,1801-1820,1,Stephen,,,,M,,,,,,Walston and Custis,,Milby Holland,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
1133685,_0001_0001_0001-0002,1819,1801-1820,1,Peggy,,,,F,,,,,,William Duncan,,Jesse Duncan Sr.,Accomack County,"Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)"
7741628,_0003_0002_0001-0004,1820,1801-1820,1,David,,,,Unknown,,,,,,Armstead Pamplin,,Thomas Bailey Sr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0002_0001-0004,1820,1801-1820,1,Mary,,,,Unknown,,,,,,Armstead Pamplin,,Thomas Bailey Sr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0004_0001-0004,1820,1801-1820,1,John,,,,M,12,,,,,Chiswell Dabney,,Howard Martin,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Isaac,,,,Unknown,,,,,,D Johnson,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Lucy,,,,Unknown,,,,,,E Dejarnatt,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Isham,,,,Unknown,,,,,,H Lewis,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,John,,,,Unknown,,,,,,Hugart,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Billy,,Hampton,,Unknown,,,,,,J A Grant,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Betty,,,,Unknown,,,,,,J A Grant,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Lucinda,,,,Unknown,,,,,,J Chapman,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Easter,,,,Unknown,,,,,,John Bridgewater,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
7741628,_0003_0001_0001-0004,1820,1801-1820,1,Wilson,,,,Unknown,,,,,,John L Armistead,,Robert Armistead Sr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0001_0001-0004,1820,1801-1820,1,Dicey,,,,Unknown,,,,,,John L Armistead,,Robert Armistead Sr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0001_0001-0004,1820,1801-1820,1,Sally,,,,Unknown,,,,,,John L Armistead,,Robert Armistead Sr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Sucky,,,,Unknown,,,,,,Mr Hendrick,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Wilson,,,,Unknown,,,,,,Mr Hendrick,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Robin,,,,Unknown,,,,,,Mr Hendrick,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
7741628,_0003_0003_0001-0003,1820,1801-1820,1,Cato,,,,Unknown,,,Eliza,George; Nancy,,Robert W Withers,,Jennet Withers Executrix of Enoch K Withers Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0003_0001-0003,1820,1801-1820,1,Eliza,,,,Unknown,,,Cato,George; Nancy,,Robert W Withers,Jennet Withers Executrix of Enoch K Withers Dec'd,,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0003_0001-0003,1820,1801-1820,1,George,,,,Unknown,,,,,Cato; Eliza,Robert W Withers,Jennet Withers Executrix of Enoch K Withers Dec'd,,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0003_0001-0003,1820,1801-1820,1,Nancy,,,,Unknown,,,,,Cato; Eliza,Robert W Withers,Jennet Withers Executrix of Enoch K Withers Dec'd,,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Charles,,,,Unknown,,,,,,T. Massie,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Sally,,Holman,,Unknown,,,,,,unidentified,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Joshua,,,,Unknown,,,,,,William Miller,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0013_0001-0002,1820,1801-1820,1,Mourning,,,,Unknown,,,,,,William Miller,,,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
7741628,_0003_0006_0001-0003,1821,1821-1840,1,Chewesy,,,Cary,F,13,,,,,Elizabeth Gilliam,,Jarratt Gilliam,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0006_0001-0003,1821,1821-1840,1,George,,,,M,15,,,,,Elizabeth Gilliam,,Jarratt Gilliam,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0006_0001-0003,1821,1821-1840,1,Powhatan,,,,M,18,,,,,Elizabeth Gilliam,,Jarratt Gilliam,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0005_0001-0002,1821,1821-1840,1,Leneious,,,,Unknown,,,,,,Elizabeth Gilliam,,Charles Gilliiam,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1133868,_0002_0004_0001-0002,1821,1821-1840,1,Hiram,,,,M,,,,,,Unknown,,Nancy G Hughlett,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
7741628,_0003_0008_0001-0004,1822,1821-1840,1,Perry,,,,M,7,,,,,Henry Keeling,,George Clark; James Cornich; John A Chandler,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0008_0001-0004,1822,1821-1840,1,Mary,,,,F,12,,,,,Henry Keeling,,George Clark; James Cornich; John A Chandler,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0008_0001-0004,1822,1821-1840,1,Sam,,,,M,14,,,,,Henry Keeling,,George Clark; James Cornich; John A Chandler,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0008_0001-0004,1822,1821-1840,1,Beck,,,,F,40,,,,,Henry Keeling,,George Clark; James Cornich; John A Chandler,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0010_0001-0003,1822,1821-1840,1,Anna,,,,F,,,,Mary; Susan,,James Steptoe Sr,,Robert Penn,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0010_0001-0003,1822,1821-1840,1,Affee,,,,F,,,,unidentified,,James Steptoe Sr,,Robert Penn,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0010_0001-0003,1822,1821-1840,1,Mary,,,,Unknown,,,,,Anna,James Steptoe Sr,,Robert Penn,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0010_0001-0003,1822,1821-1840,1,Susan,,,,Unknown,,,,,Anna,James Steptoe Sr,,Robert Penn,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0010_0001-0003,1822,1821-1840,1,Unidentified,,,,Unknown,,,,,Affee,James Steptoe Sr,,Robert Penn,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0009_0001-0003,1822,1821-1840,1,Selline,,,,F,,,,,,John Alexander,,Cornelius Crenshaw; Simeon Austin,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0007_0001-0004,1822,1821-1840,1,George,,,,M,,,,,,John Smith Jr; Richard G Haden,,Thomas Calloway; James C Moorman; James C Anderson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1119722,_0005_0001_0001-0002,1822,1821-1840,1,Tom,,,,M,,,,,,Leonard Cobb,,William Owens,Southampton County,"Southampton County (Va.) Free Negro and Slave Records, 1754-1860"
1119722,_0005_0001_0001-0002,1822,1821-1840,1,Davy,,,,M,,,,,,Leonard Cobb,,William Owens,Southampton County,"Southampton County (Va.) Free Negro and Slave Records, 1754-1860"
1119722,_0005_0001_0001-0002,1822,1821-1840,1,Ben,,,,M,,,,,,Leonard Cobb,,William Owens,Southampton County,"Southampton County (Va.) Free Negro and Slave Records, 1754-1860"
1119722,_0005_0001_0001-0002,1822,1821-1840,1,Simon,,,,M,,,,,,Leonard Cobb,,William Owens,Southampton County,"Southampton County (Va.) Free Negro and Slave Records, 1754-1860"
7741628,_0003_0012_0001-0002,1822,1821-1840,1,Mary,,,,Unknown,,,,,Peggy,Robert C Penn,,James Steptoe Sr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0012_0001-0002,1822,1821-1840,1,Maria,,,,Unknown,,,,,Peggy,Robert C Penn,,James Steptoe Sr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0012_0001-0002,1822,1821-1840,1,Tom,,,,Unknown,,,,,Peggy,Robert C Penn,,James Steptoe Sr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0012_0001-0002,1822,1821-1840,1,Dick,,,,Unknown,,,,,Peggy,Robert C Penn,,James Steptoe Sr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0011_0001-0003,1822,1821-1840,1,Sam,,,,Unknown,,,,,,Simeon Austin,,Joseph Chilton; Clement Townsend,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0011_0001-0003,1822,1821-1840,1,Ivy,,,,Unknown,,,,,,Simeon Austin,,Joseph Chilton; Clement Townsend,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0011_0001-0003,1822,1821-1840,1,Enis,,,,Unknown,,,,,,Simeon Austin,,Joseph Chilton; Clement Townsend,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0011_0001-0003,1822,1821-1840,1,Davy,,,,Unknown,,,,,,Simeon Austin,,Joseph Chilton; Clement Townsend,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0011_0001-0003,1822,1821-1840,1,George,,,,Unknown,,,,,,Simeon Austin,,Joseph Chilton; Clement Townsend,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0011_0001-0003,1822,1821-1840,1,Anthony,,,,Unknown,,,,,,Simeon Austin,,Joseph Chilton; Clement Townsend,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0011_0001-0003,1822,1821-1840,1,Milly,,,,Unknown,,,,,,Simeon Austin,,Joseph Chilton; Clement Townsend,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0011_0001-0003,1822,1821-1840,1,Jack,,,,Unknown,,,,,,Simeon Austin,,Joseph Chilton; Clement Townsend,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0011_0001-0003,1822,1821-1840,1,Martha,,,,Unknown,,,,,,Simeon Austin,,Joseph Chilton; Clement Townsend,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0011_0001-0003,1822,1821-1840,1,Grace,,,,Unknown,,,,,,Simeon Austin,,Joseph Chilton; Clement Townsend,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0003_0016_0001-0004,1823,1821-1840,1,Sampson,,,,M,15,,,,,Christopher Todd,,John D Murrell; Archibald Robertson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
