Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
9/6/2018 10:00,9/6/2018 10:40,Manhattan,Riverside Park,by bottom of stairs near the apartment,Painted turtle,Central,Invasive,Healthy,1,Adult,Terrestrial Reptile or Amphibian,1-1-1610274843,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
6/1/2019 15:00,6/1/2019 14:30,Bronx,Orchard Beach,Orchard Beach Parking Lot,Gull,Public,Native,Injured,2,Adult,Birds,1-1-173378903,Rehabilitator,1,FALSE,FALSE,Wildbird Fund,,FALSE,FALSE,
7/14/2018 13:00,7/14/2018 13:15,Brooklyn,Owl's Head Park,,House Sparrow,Central,Native,Injured,3.5,Adult,Birds,1-11-587862230,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/7/2018 11:20,7/7/2018 12:25,Brooklyn,Prospect Park,,Mallard Duck,"Conservancies/""Friends of"" Groups",Native,Injured,3.5,Adult,Birds,,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/17/2019 13:00,4/17/2019 13:30,Manhattan,Central Park,Near Boathouse Restaurant Parking Lot,American Robin,Central,Native,Injured,1,Adult,Birds,1-1-1706102711,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
3/16/2019 15:40,3/16/2019 15:50,Manhattan,Central Park,Pinetum; E85th and CP Drive,Coopers Hawk,"Conservancies/""Friends of"" Groups",Native,Injured,2,Adult,Birds,1-1-169527040,Rehabilitator,1,FALSE,FALSE,,,FALSE,FALSE,
3/13/2019 13:00,3/13/2019 13:15,Manhattan,Greeley Square Park,42West 33rd St,Woodcock,Public,Native,Injured,3,Adult,Birds,,Rehabilitator,1,FALSE,FALSE,,,FALSE,FALSE,
9/5/2018 9:15,9/5/2018 9:40,Manhattan,Churchill School,Churchill School's garden,Hummingbird,Public,Native,Injured,2.5,Adult,Birds,1-1-1610698451,Rehabilitator,1,FALSE,FALSE,WBF,,FALSE,FALSE,
11/2/2018 11:00,11/2/2018 11:20,Queens,Astoria Park,Astoria and Shore Blvd,Red-Bellied Woodpecker,Central,Native,Injured,2.5,Adult,Birds,1-1-1635959650,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/11/2018 15:00,7/11/2018 15:10,Queens,Rockaway Beach and Boardwalk,,American Oystercatcher,Employee,Native,Injured,3,Adult,Birds,1-11-5842988950,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
10/3/2018 18:00,10/4/2018 12:00,Brooklyn,Marine Park,Salt Marsh Nature Trail,Domestic Dove,Public,Domestic,Injured,1,Adult,Domestic,1-1-1625631162,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
2/5/2019 15:35,2/5/2019 15:45,Bronx,Crotona Park,173 St. & Fulton Ave. In front of Crotona Pool,Red-tailed Hawk,Central,Native,Injured,1.75,Adult,Raptors,1-1-1-674906570,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
11/14/2018 10:00,11/14/2018 10:10,Brooklyn,Brooklyn Bridge Park,330 Furman street,No data,Employee,Native,Injured,2,Adult,Raptors,1-1-1634509350,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
12/18/2018 9:30,12/18/2018 9:40,Manhattan,Central Park,Ramble near Stone Arch,Northern Saw-whet Owl,"Conservancies/""Friends of"" Groups",Native,Injured,1.5,Adult,Raptors,1-1-1657709361,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
1/24/2019 10:00,1/24/2019 10:12,Queens,Queens Farm Park,Little Neck Parkway and 74th Avenue,Red-tailed Hawk,Central,Native,Injured,1,Adult,Raptors,1-1-1668777621,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
7/5/2018 14:05,7/5/2018 14:49,Queens,Rockaway Beach and Boardwalk,,Peregrine Falcon,Employee,Native,Injured,3,Adult,Raptors,1-11-582650930,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
5/1/2019 15:45,5/1/2019 16:00,Manhattan,Central Park,"40.775852, -73.975422  72nd St entrance drive off of Central Park West",silver-haired bat,"Conservancies/""Friends of"" Groups",Native,Injured,1,Adult,Small Mammals-RVS,1-1-1714685270,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
2/7/2019 15:00,2/7/2019 15:12,Manhattan,Central Park,"W89 St. and CPW, 40°47'14.6""N 73°58'01.9""W",Squirrel,Other,Native,Injured,1,Adult,Small Mammals-RVS,1-1-1679680391,Rehabilitator,1,FALSE,FALSE,,,TRUE,FALSE,
11/10/2018 9:25,11/10/2018 9:38,Manhattan,Bryant Park,Corner of 40th/5th of the library. At the base of a London Plane tree.,Silver-haired Bat,Central,Native,Injured,1,Adult,Small Mammals-RVS,1-1-1642582482,Rehabilitator,1,FALSE,FALSE,,,FALSE,FALSE,
11/13/2018 13:45,11/13/2018 14:00,Manhattan,Sherman Creek,On metal pier near Peter Jay Sharp Boathouse,Herring Gull,Other,Native,Unhealthy,1,Adult,Birds,1-1-1644144970,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund Manhattan,,FALSE,FALSE,
9/26/2018 11:00,9/26/2018 13:45,Manhattan,Hudson Park,Pier 51,Canada Goose,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Birds,1-1-1620474731,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
8/12/2018 10:00,8/12/2018 15:30,Manhattan,Hudson River Park,12th street and West Street,Canada Goose,Employee,Native,Unhealthy,0.5,Adult,Birds,1-1-1603178692,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/18/2018 12:40,7/18/2018 13:00,Manhattan,West Harlem Piers,125 street and West Harlem Piers Park,Canada Goose,Central,Native,Unhealthy,1.5,Adult,Birds,1-1-1590963990,Rehabilitator,1,FALSE,FALSE,"Wild Bird Fund, Manhattan",,FALSE,FALSE,
9/29/2018 10:00,9/29/2018 10:08,Queens,Little Bay Park,Cross Island Parkway and Utopia Parkway,Northern Gannet,Employee,Native,Unhealthy,2.5,Adult,Birds,1-1-1619434610,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
8/1/2018 14:40,8/1/2018 15:35,Bronx,Ferry Point Park,Found underneath white stone bridge,Kestrel,Public,Native,Unhealthy,1.5,Adult,Raptors,1-1-1592912581,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
11/16/2018 10:45,11/16/2018 10:45,Queens,Forest Park,Visitor Center,Bat,Employee,Native,Unhealthy,1.75,Adult,Small Mammals-RVS,1-1-1641970575,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
1/23/2019 15:10,1/23/2019 15:15,Bronx,Van Cortlandt Park,In the lake close to second bridge on Putnam Trail,Swan,Central,Invasive,Dead on arrival,1.1,Adult,Birds,1-1-1668593421,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/7/2018 14:20,11/7/2018 14:30,Bronx,Williamsbridge Oval,In front of the entrance to the dog run,Pigeon,Central,Native,Dead on arrival,0.75,Adult,Birds,1-1-1641384261,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/14/2018 12:30,11/14/2018 12:45,Brooklyn,Marine Park,Near Gerritsen Avenue and Bartlett Street intersection,Swan,Public,Invasive,Dead on arrival,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
12/18/2018 17:00,12/18/2018 17:30,Brooklyn,Prospect Park,Lakeside by Peristyle,Gull,Public,Native,Dead on arrival,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/24/2018 13:00,11/24/2018 13:06,Brooklyn,Prospect Park,Parade Grounds,Ruddy Duck,Employee,Native,Dead on arrival,0.75,Adult,Birds,1-1-1648029140,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/24/2018 20:37,8/25/2018 10:15,Brooklyn,Prospect Park,West Drive by the lake shore Vanderbilt st,pigeon,Central,Native,Dead on arrival,1.5,Adult,Birds,1-1-1608627746,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/9/2019 11:30,5/9/2019 15:00,Manhattan,Central Park,"Large Bald Cyprus on South East Corner of Harlem Meer, close to 106th St and 5th Ave",American Goldfinch,Public,Native,Dead on arrival,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/9/2019 14:00,4/9/2019 14:05,Manhattan,Central Park,By Dana Center on Bald Cypress Tree,Robin,"Conservancies/""Friends of"" Groups",Native,Dead on arrival,1,Adult,Birds,1-1-1703575501,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/20/2019 8:40,2/20/2019 10:45,Bronx,Van Cortlandt Park,"Northbound side off of Major Deegan (I-87), South of the 233rd St Exit (40.8925235, -73.8841376)",Coyote,Employee,Native,Dead on arrival,2.75,Adult,Other,1-1-1685480983,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/10/2019 15:30,2/11/2019 12:30,Bronx,Van Cortlandt Park,"40.903544, -73.888254 (Off-Trail near Exit 24 of Henry Hudson Pkwy S)",Coyote,Observed by Ranger,Native,Dead on arrival,3,Adult,Other,1-1-1679139831,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/1/2018 11:15,11/1/2018 11:45,Bronx,Orchard Beach,Sewage Plant near Turtle Cove,Deer,Observed by Ranger,Native,Dead on arrival,0.5,Adult,Deer,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
10/1/2018 9:00,10/1/2018 9:10,Queens,Forest Park,Forest Park Drive towards Park Lane South.,White Tailed Deer,Public,Native,Dead on arrival,2,Adult,Deer,1-1-1621981811,Relocated/Condition Corrected,1,FALSE,FALSE,,,TRUE,FALSE,
3/26/2019 8:30,3/26/2019 9:08,Staten Island,Hylan Boulevard and Ithaca Street,Bluebelt area on Hylan Boulevard and Ithaca Street,Deer,Central,Domestic,Dead on arrival,0.5,Adult,Deer,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
10/26/2018 16:00,10/26/2018 16:15,Staten Island,Industrial Park,South Ave and Lois Ln,Deer,Employee,Native,Dead on arrival,0.25,Adult,Deer,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/31/2019 12:30,3/31/2019 14:30,Staten Island,Conference House Park,"On beach, off the trail leading to the beach from Swinnerton Street and Billop Ave",Harbor Porpoise,Public,Native,Dead on arrival,0.75,Adult,Other,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/15/2019 11:15,5/15/2019 11:35,Staten Island,South Beach Wetlands,South Beach Jetty between Beach command and South fin grill,Snapping turtle,Employee,Native,Dead on arrival,1.5,Adult,Other,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/17/2018 11:00,7/17/2018 11:30,Brooklyn,Mellet Playgroun\d,,Eastern Gray Squirrel,Central,Domestic,Dead on arrival,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
12/14/2018 9:15,12/14/2018 9:15,Brooklyn,Marine Park,"40.603415, -73.933397",Squirrel,Observed by Ranger,Native,Dead on arrival,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
12/11/2018 12:50,12/11/2018 13:00,Brooklyn,Marine Park,"40.603415, -73.933397",Squirrel,Public,Native,Dead on arrival,0.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/4/2018 10:00,11/4/2018 10:00,Brooklyn,Marine Park,Path between Lenape Playground and Salt Marsh Nature Trail (40.6048100 -73.9264313 & 40.6046690 -73.9259877),Muskrat,Public,Native,Dead on arrival,0.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,2,FALSE,FALSE,,,FALSE,FALSE,
4/4/2019 14:00,4/4/2019 14:15,Manhattan,Isham Park,On the desire line north of the marble outcrop,Opossum,Employee,Native,Dead on arrival,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/20/2018 14:00,7/20/2018 14:00,Manhattan,Central Park,,Opossum,Employee,Native,Dead on arrival,0.3,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/23/2018 13:20,11/23/2018 13:50,Brooklyn,Prospect Park,Eastwood (Zone 3),Raccoon,Employee,Native,Dead on arrival,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/18/2018 13:45,11/18/2018 14:00,Brooklyn,Prospect Park,Near Well House,Raccoon,Public,Native,Dead on arrival,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/21/2018 14:15,11/21/2018 14:30,Brooklyn,Prospect Park,"South of Duck Island between East Drive and Parkside Avenue 40.6542578,-73.9640731",Raccoon,Employee,Native,Dead on arrival,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/8/2019 13:00,4/8/2019 13:30,Manhattan,Inwood Hill Park,"Underneath and east of Henry Hudson Bridge, White trail of inwood hill park, in middle of a desire line that leads to lesser known glacial rock formations. GPS (40.875924, -73.922876 )",Raccoon,Public,Native,Dead on arrival,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/1/2019 14:00,4/1/2019 0:00,Manhattan,Inwood Hill Park,"Northernmost corner of Gaelic Field, largest black willow tree, within a cavity 12 feet off ground. GPS 40°52'27.0""N 73°55'21.6""W",Raccoon,Public,Native,Dead on arrival,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/27/2019 11:50,2/27/2019 12:00,Manhattan,Inwood Hill Park,"North west of the 9A overpass GPS 40.8770216, -73.9237783",Raccoon,Public,Native,Dead on arrival,2,Adult,Small Mammals-RVS,1-1-1-685603550,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/21/2019 16:00,2/21/2019 16:00,Manhattan,Inwood Hill Park,"In the Clove section of park, about 100 feet from Shorakapok Rock where the Orange trail diverges from the Blue. Was found next to the downed tree that bears the orange trail blaze. (40.873394, -73.924184)",Raccoon,Public,Native,Dead on arrival,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/6/2019 13:50,1/6/2019 14:10,Manhattan,Inwood Hill Park,The Clove,Racoon,Employee,Native,Dead on arrival,0.5,Adult,Small Mammals-RVS,1-1-1666488482,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/6/2019 8:30,1/6/2019 8:30,Manhattan,Central Park,Conservatory Gardens,Squirrel,"Conservancies/""Friends of"" Groups",Native,Dead on arrival,1,Adult,Small Mammals-RVS,1-1-1665409010,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/19/2018 15:00,11/19/2018 15:00,Manhattan,Central Park,79th St. Yard,Raccoon,"Conservancies/""Friends of"" Groups",Native,Dead on arrival,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/11/2018 12:30,8/11/2018 12:45,Manhattan,Central Park,On the 97th St Transverse,Raccoon,"Conservancies/""Friends of"" Groups",Native,Dead on arrival,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/9/2018 18:10,8/9/2018 18:10,Manhattan,Central Park,The Lake at the Ladies Pavilion (W 75th St and CPW),Raccoon,Central,Native,Dead on arrival,0,Adult,Small Mammals-RVS,No data,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/8/2018 12:32,8/8/2018 13:30,Manhattan,Central Park,Tennis Courts near Tennis House at East 96th off off the Eastdrive,Raccoon,Employee,Native,Dead on arrival,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/4/2018 17:35,8/4/2018 17:35,Manhattan,Central Park,Loeb Boathouse Dock,Raccoon,Employee,Native,Dead on arrival,0.05,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/20/2018 19:00,7/20/2018 19:00,Manhattan,Central Park,The Lake at the Ramble Oven,Raccoon,"Conservancies/""Friends of"" Groups",Native,Dead on arrival,0,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/1/2018 10:45,8/1/2018 10:45,Manhattan,Central Park,Ramble at the cave,Raccoon,"Conservancies/""Friends of"" Groups",Native,Dead on arrival,0,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/21/2018 16:30,7/21/2018 16:45,Manhattan,Central Park,Huddlestone Arch at the waterfall,Raccoon,"Conservancies/""Friends of"" Groups",Native,Dead on arrival,1.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,2,FALSE,FALSE,,,FALSE,FALSE,
7/31/2018 11:52,7/31/2018 12:40,Manhattan,Central Park,Dana Center Playground,Raccoon,"Conservancies/""Friends of"" Groups",Native,Dead on arrival,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/28/2018 9:00,7/28/2018 9:06,Manhattan,Central Park,"61 street entrance to park, on Wayne Walk, under a bench",raccoon,Central,Native,Dead on arrival,0,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/24/2018 13:30,7/24/2018 14:30,Manhattan,Central Park,In Harlem Meer,Raccoon,Observed by Ranger,Native,Dead on arrival,1,Adult,Small Mammals-RVS,No data,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/20/2018 14:00,7/20/2018 14:00,Manhattan,Central Park,floating in the water of the Loch in the North Woods,Raccoon,Employee,Native,Dead on arrival,0.3,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/11/2019 11:45,4/11/2019 11:51,Queens,Forest Park,Entrance to blue trail past Victory Field,Raccoon,Employee,Native,Dead on arrival,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/9/2019 14:00,4/9/2019 14:20,Queens,Alley Pond Park,"On perimeter of Little Alley Pond (40.740234, -73.740571)",Raccoon,Public,Native,Dead on arrival,0.5,Adult,Small Mammals-RVS,1-1-1704077610,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/14/2019 9:00,3/14/2019 9:10,Queens,Macneil Park,"40.793108, -73.851993",Raccoon,Employee,Native,Dead on arrival,2,Adult,Small Mammals-RVS,1-1-1694268171,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/17/2019 15:25,2/17/2019 15:30,Queens,Joe Michaels Mile,"Cross Island Parkway: 40.764834, -73.758437",Raccoon,Public,Native,Dead on arrival,0.75,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/4/2019 9:05,1/4/2019 9:10,Queens,Juniper Valley Park,Juniper Blvd N and 79th St,Raccoon,Employee,Native,Dead on arrival,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/5/2018 11:30,7/5/2018 12:16,Queens,Forest Park,,Raccoon,Employee,Native,Dead on arrival,2,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,3,FALSE,FALSE,,,FALSE,FALSE,
10/6/2018 16:30,10/7/2018 11:00,Bronx,Van Cortlandt Park,"Van Cortlandt Lake, near Golf House",Common Snapping Turtle,Public,Native,Dead on arrival,1.5,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/8/2019 12:36,5/8/2019 13:01,Staten Island,Clove Lakes Park,Brooke's Pond Dam,Snapping Turtle,Public,Native,Dead on arrival,3,Adult,Terrestrial Reptile or Amphibian,1-1-1718097151,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
9/4/2018 11:00,9/4/2018 14:46,Staten Island,Altamont House,Boyle Ave and Beacon Ave,Black Racer Snake,Employee,Native,Dead on arrival,4.5,Adult,Terrestrial Reptile or Amphibian,1-1-1613258010,Relocated/Condition Corrected,1,TRUE,FALSE,,,FALSE,FALSE,
1/20/2019 12:15,1/20/2019 12:15,Brooklyn,Marine Park,Salt Marsh Nature Center public restroom,Blue Jay,Observed by Ranger,Native,Healthy,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/30/2019 2:11,1/30/2019 14:40,Manhattan,Central Park,"Harlem Meer 40.796582, -73.950043",Canada Goose,Central,Native,Healthy,0.5,Adult,Birds,1-1-1676708422,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/5/2019 10:00,1/5/2019 10:15,Manhattan,Central Park,Wollman Rink,house sparrow,Central,Native,Healthy,0.75,Adult,Birds,1-1-1665983440,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
10/10/2018 12:40,10/10/2018 12:45,Staten Island,Wolfe's Pond Park,Maintenance building,House Sparrow,Employee,Native,Healthy,0.75,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
12/23/2018 10:15,12/23/2018 10:25,Bronx,Pelham Bay Park,Undisclosed Location,Coyote,Employee,Native,Healthy,1.5,Adult,Other,1-1-1653925702,Relocated/Condition Corrected,1,FALSE,FALSE,,,TRUE,TRUE,
11/21/2018 10:00,11/21/2018 14:00,Manhattan,Central Park,"Cental Park Zoo Lot 40.767131, -73.972765",Opossum,Other,Native,Healthy,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/31/2018 14:00,7/31/2018 15:30,Manhattan,Thomas Jefferson Recreation Center,In Lobby of Rec. Center,Squirrel,Employee,Native,Healthy,0.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/28/2018 12:30,7/28/2018 12:45,Queens,Socrates Sculpture Park,"Fence along southern border of park, accessed from Costco Parking Lot",Opossum,Central,Native,Healthy,1.75,Adult,Small Mammals-non RVS,1-1-1594452514,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,TRUE,
11/30/2018 8:30,11/30/2018 11:15,Staten Island,Ocean Breeze Track & Field Athletic Complex,Under the horse stables,Opossum,Employee,Native,Healthy,0.5,Adult,Small Mammals-non RVS,1-1-1651532054,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/14/2018 10:30,8/14/2018 15:30,Bronx,Pelham Bay Park,Landfill,Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/7/2019 15:00,4/7/2019 15:20,Manhattan,Inwood Hill Park,"Gaelic field, southeastern corner closer to the Marsh side, at the base of a London Plane tree GPS (40.873125, -73.921672)",Big Brown Bat,Public,Native,Healthy,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/1/2019 16:40,3/1/2019 16:45,Manhattan,Central Park,"E96th North Meadow; paper recycling bin. (40.7910206, -73.9594221)",Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
12/3/2018 12:30,12/3/2018 16:20,Manhattan,Inwood Hill Park,Emerson Playground,Skunk,Public,Native,Healthy,4,Adult,Small Mammals-RVS,1-1-1652674949,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/21/2018 10:00,11/21/2018 14:00,Manhattan,Central Park,"Central Park Zoo Lot 40.767131, -73.972765",Raccoon,Other,Native,Healthy,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
10/1/2018 15:45,10/1/2018 15:50,Queens,Forest Park,Greenhouse boiler room,raccoon,Employee,Native,Healthy,1.5,Adult,Small Mammals-RVS,1-1-1625324970,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
