LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
2076570-DCA,Inactive,BL 417 AMSTERDAM NY LLC,BLUESTONE LANE,417,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,280,10,19,50080230,40.78351698646699,-73.97778888864376,107,6,http://www.nyc.gov/mcb7,34386-2019-RSWC,Unenclosed,280,10,19,Pending Review,06/04/2020,07/01/2020,07/01/2020,12/04/2019,Ready For Review,12/04/2019,Issued Temp Op Letter,12/05/2019,Pending Review,12/05/2019,Review Period Expired,01/24/2020,Waived,01/24/2020,,,Review Period Expired,03/26/2020,Pending Review,,Pending Review,
1445109-DCA,Active,"VICTORY SWEET SHOP, LTD.",,2169,STEINWAY ST,ASTORIA,NY,11105,Unenclosed,195,6,18,40384920,40.77304199347226,-73.90531704122527,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,25280-2019-RSWC,Unenclosed,195,6,18,Application Review Completed,01/06/2020,09/15/2021,,08/01/2019,Ready For Review,08/01/2019,Approved,08/02/2019,,,Recommend Approval,09/04/2019,Waived,09/24/2019,,,Review Period Expired,10/15/2019,Approved,01/06/2020,Issued,01/06/2020
2072657-DCA,Inactive,AWOL VENTURES LLC,AWOL BAR & GRILL,337,3RD AVE,NEW YORK,NY,10010,Unenclosed,97,5,10,50056830,40.73988456408409,-73.98214459313738,106,2,http://cbsix.org,4057-2020-RSWC,Unenclosed,97,5,10,Pending Review,03/02/2020,04/15/2020,,02/28/2020,Ready For Review,02/28/2020,Under Review,03/02/2020,Pending Review,03/02/2020,Pending Review,03/02/2020,Pending Review,,SWC Public Hearing,04/22/2020,Pending Review,,Pending Review,,Pending Review,
1320701-DCA,Active,352 RESTAURANT CORP.,MUSTANG HARRY'S,352,7TH AVE,NEW YORK,NY,10001,Unenclosed,200,6,12,40539007,40.748350534150724,-73.99283238799454,105,3,http://www.cb5.org,14073-2019-RSWC,Unenclosed,200,6,12,Application Review Completed,07/01/2019,04/15/2021,,03/14/2019,Ready For Review,03/14/2019,Approved,03/15/2019,,,Review Period Expired,04/30/2019,Waived,04/30/2019,,,Review Period Expired,05/21/2019,Approved,07/01/2019,Issued,07/01/2019
2041110-DCA,Active,PRINCE COFFEE HOUSE CORP,,2306,ARTHUR AVE,BRONX,NY,10458,Unenclosed,761,17,56,50046567,40.8535933735781,-73.88909128838229,206,15,http://www.bronxmall.com/commboards/cd6.html,3687-2019-RSWC,Unenclosed,761,17,56,Application Review Completed,05/22/2019,12/15/2020,,01/24/2019,Ready For Review,01/24/2019,Approved,01/24/2019,,,Review Period Expired,03/13/2019,Waived,03/13/2019,,,Review Period Expired,04/03/2019,Approved,05/22/2019,Issued,05/22/2019
1468690-DCA,Inactive,243 E. 14TH CAFE INC.,THE WINSLOW,243,E 14TH ST,NEW YORK,NY,10003,Small Unenclosed,124,3,12,50001547,40.73277614928812,-73.98569338407016,106,2,http://cbsix.org,130-2020-RSWC,Small Unenclosed,124,3,12,Pending Review,06/03/2020,07/03/2020,07/03/2020,01/06/2020,Ready For Review,01/06/2020,Issued Temp Op Letter,01/07/2020,Pending Review,01/07/2020,Review Period Expired,03/05/2020,Waived,03/05/2020,,,Review Period Expired,03/26/2020,Pending Review,,Pending Review,
1312044-DCA,Inactive,OSTERIA CASANO LLC,,28,WEST ST,NEW YORK,NY,10004,Unenclosed,320,16,31,41380930,40.707134441844325,-74.01559596758217,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,3174-2020-RSWC,Unenclosed,320,16,31,Pending Review,02/25/2020,03/25/2020,03/25/2020,02/12/2020,Ready For Review,02/12/2020,Issued Temp Op Letter,02/25/2020,Pending Review,02/25/2020,Pending Review,02/25/2020,Pending Review,,SWC Public Hearing,04/15/2020,Pending Review,,Pending Review,,Pending Review,
1034252-DCA,Active,31 GREAT JONES RESTAURANT CORP.,VIC'S,31,GREAT JONES ST,NEW YORK,NY,10012,Unenclosed,159,7,14,40665359,40.72682620260033,-73.99311972747215,102,1,http://www.nyc.gov/manhattancb2,32976-2018-RSWC,Unenclosed,159,7,14,Application Review Completed,05/18/2019,12/15/2020,,12/20/2018,Ready For Review,12/20/2018,Approved,12/20/2018,,,Recommend Approval,01/29/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,,,Issued,05/18/2019
2007743-DCA,Active,NYC BAGELS & COFFEE SHOP INC,NYC BAGELS & COFFEE  HOUSE,2908,23RD AVE,ASTORIA,NY,11105,Unenclosed,189,9,18,41719295,40.77471468385295,-73.91376684403583,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,26708-2018-RSWC,Unenclosed,189,9,18,Application Review Completed,05/17/2019,09/15/2020,,11/07/2018,Ready For Review,11/07/2018,Approved,11/08/2018,,,Recommend Approval,11/29/2018,Waived,11/29/2018,,,Review Period Expired,12/20/2018,Approved,05/17/2019,Issued,05/17/2019
1189682-DCA,Active,IL COMMENDATORE RESTAURANT INC.,CASA BELLA RESTAURANT,127,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,325,11,21,40374834,40.718089827209106,-73.99810609879616,102,1,http://www.nyc.gov/manhattancb2,20191-2019-RSWC,Unenclosed,325,11,21,Application Review Completed,11/19/2019,12/15/2021,,05/20/2019,Ready For Review,05/20/2019,Approved,05/20/2019,,,Review Period Expired,07/10/2019,Waived,07/10/2019,,,Review Period Expired,07/31/2019,Approved,11/19/2019,Issued,11/19/2019
1419088-DCA,Active,NKLG CAFE CORP.,ALIADA,2919,BROADWAY,ASTORIA,NY,11106,Unenclosed,291,13,27,41639326,40.76259447299688,-73.92646030411348,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,2322-2019-RSWC,Unenclosed,291,13,27,Application Review Completed,07/24/2019,12/15/2020,,03/15/2019,Ready For Review,01/16/2019,Approved,01/16/2019,,,Recommend Approval,02/11/2019,Recommendation Issued,03/20/2019,SWC Public Hearing,03/06/2019,Review Period Expired,05/15/2019,,,Issued,07/24/2019
1344043-DCA,Active,A & D WINE CORP.,BAR VERDE,65,2ND AVE,NEW YORK,NY,10003,Unenclosed,190,10,22,41466567,40.72618642555181,-73.98977169093801,103,2,http://www.nyc.gov/manhattancb3,15098-2018-RSWC,Unenclosed,190,10,22,Application Review Completed,05/10/2019,09/15/2020,,09/24/2018,Ready For Review,09/24/2018,Approved,09/26/2018,,,Review Period Expired,11/21/2018,Waived,11/21/2018,,,Review Period Expired,12/12/2018,Approved,05/10/2019,Issued,05/10/2019
2051482-DCA,Inactive,HONEYBRAINS LAFAYETTE LLC,,372,LAFAYETTE ST,NEW YORK,NY,10012,Unenclosed,240,10,19,50057051,40.727169339752514,-73.99387374782113,102,1,http://www.nyc.gov/manhattancb2,2581-2020-RSWC,Unenclosed,240,10,19,Pending Review,02/27/2020,03/31/2020,03/31/2020,02/04/2020,Ready For Review,02/04/2020,Issued Temp Op Letter,02/05/2020,Pending Review,02/05/2020,Review Period Expired,03/25/2020,Waived,03/25/2020,,,Review Period Expired,04/15/2020,Pending Review,,Pending Review,
1463183-DCA,Inactive,COOPER SQUARE 267 LLC,MORANS BROOKLYN BARBECUE,267,FLATBUSH AVE,BROOKLYN,NY,11217,Unenclosed,641,30,68,50000229,40.67989353066432,-73.97423606374907,308,35,http://www.brooklyncb8.org/,26471-2019-RSWC,Unenclosed,641,30,68,Pending Review,11/22/2019,12/15/2019,12/15/2019,09/12/2019,Ready For Review,11/13/2019,Under Review,11/22/2019,Pending Review,10/01/2019,Pending Review,11/22/2019,Pending Review,11/01/2019,SWC Public Hearing,01/08/2020,Pending Review,11/01/2019,Pending Review,11/01/2019,Pending Review,
,Inactive,335 SFD CORP,,335,3RD AVE,NEW YORK,NY,10010,Unenclosed,,8,16,50092359,40.73992302120611,-73.9823430565495,106,2,http://cbsix.org,912-2020-ASWC,Unenclosed,,8,16,Pending Review,01/31/2020,,,01/30/2020,Ready For Review,01/30/2020,Review Completed,01/31/2020,Pending Review,01/31/2020,Pending Review,01/31/2020,Pending Review,,SWC Public Hearing,03/18/2020,Pending Review,,Pending Review,,Pending Review,
2050278-DCA,Inactive,LE BABA COOL INC,BABA COOL,64,LAFAYETTE AVE,BROOKLYN,NY,11217,Enclosed,60,3,6,50007363,40.68692862521752,-73.9753475208189,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,20853-2019-RSWC,Enclosed,60,3,6,Pending Review,03/06/2020,04/16/2020,04/16/2020,05/28/2019,Ready For Review,05/28/2019,Issued Temp Op Letter,05/28/2019,Pending Review,05/28/2019,Pending Review,05/28/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2012537-DCA,Inactive,Cascabel Hospitality Group LLC,Cascabel Taqueria,1556,2ND AVE,NEW YORK,NY,10028,Unenclosed,148,12,24,50012031,40.77434805201507,-73.95408915394272,108,5,http://www.cb8m.com/,6651-2018-RSWC,Unenclosed,148,12,24,Application Review Completed,05/15/2018,04/15/2020,,04/13/2018,Ready For Review,04/13/2018,Approved,,Proceed,05/15/2018,Review Period Expired,05/15/2018,Waived,05/15/2018,,,Review Period Expired,05/15/2018,Waived,05/15/2018,Issued,05/15/2018
1346116-DCA,Active,"TRES DE MEXICO, LLC",MESA COYOACAN,372,GRAHAM AVE,BROOKLYN,NY,11211,Unenclosed,75,4,8,41405205,40.715526536430225,-73.94440440995498,301,34,http://www.nyc.gov/brooklyncb1,12651-2018-RSWC,Unenclosed,75,4,8,Application Review Completed,06/22/2019,09/15/2020,,09/11/2018,Ready For Review,09/11/2018,Approved,09/12/2018,,,Review Period Expired,11/01/2018,Waived,11/01/2018,,,Review Period Expired,11/22/2018,Approved,06/22/2019,Issued,06/22/2019
2009250-DCA,Active,MOTORINO BROADWAY INC.,MOTORINO BROADWAY,139,BROADWAY,BROOKLYN,NY,11211,Unenclosed,120,6,12,50001228,40.710557932616645,-73.96353660097895,301,34,http://www.nyc.gov/brooklyncb1,30341-2018-RSWC,Unenclosed,120,6,12,Application Review Completed,12/03/2018,12/15/2020,,12/03/2018,Ready For Review,12/03/2018,Approved,,Proceed,12/03/2018,Review Period Expired,12/03/2018,Waived,12/03/2018,,,Review Period Expired,12/03/2018,Approved,12/03/2018,Issued,12/03/2018
2009869-DCA,Active,SIVAN DESIGN LLC,SILVANA,300,W 116TH ST,NEW YORK,NY,10026,Unenclosed,199,7,22,50000346,40.80438428224698,-73.95569749751185,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,11357-2018-RSWC,Unenclosed,199,7,22,Application Review Completed,09/14/2018,09/15/2020,,08/20/2018,Ready For Review,09/14/2018,Approved,,Proceed,09/14/2018,Review Period Expired,09/14/2018,Waived,09/14/2018,,,Review Period Expired,09/14/2018,Waived,09/14/2018,Issued,09/14/2018
1071297-DCA,Active,"10TH AVENUE GROUP, INC.",44&X-HELLS KITCHEN,622,10TH AVE,NEW YORK,NY,10036,Unenclosed,307,13,27,40809948,40.76113289229791,-73.9941991122998,104,3,http://www.nyc.gov/mcb4,18090-2019-RSWC,Unenclosed,307,13,27,Application Review Completed,08/29/2019,04/15/2021,,04/18/2019,Ready For Review,04/18/2019,Approved,04/18/2019,,,Review Period Expired,06/07/2019,Waived,06/07/2019,,,Review Period Expired,06/28/2019,,,Issued,08/29/2019
2035682-DCA,Active,SERF TWO INC,BABALUCCI'S,331,LENOX AVE,NEW YORK,NY,10027,Unenclosed,248,12,26,50033801,40.80895509015452,-73.94491518382345,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,7908-2019-RSWC,Unenclosed,248,12,26,Application Review Completed,08/05/2019,12/15/2020,,02/12/2019,Ready For Review,02/12/2019,Approved,02/13/2019,,,Review Period Expired,04/03/2019,Waived,04/03/2019,,,Review Period Expired,04/24/2019,Approved,08/05/2019,Issued,08/05/2019
1141700-DCA,Active,23RD & 9TH RESTAURANT CORP.,,368,W 23RD ST,NEW YORK,NY,10011,Enclosed,692,40,80,40852659,40.74620985045644,-74.00078675186687,104,3,http://www.nyc.gov/mcb4,19823-2019-RSWC,Enclosed,692,40,80,Application Review Completed,05/15/2019,05/15/2021,,05/15/2019,Ready For Review,05/15/2019,Approved,,Proceed,05/15/2019,Recommend Approval,05/15/2019,Waived,05/15/2019,,,Approved,05/15/2019,Approved,05/15/2019,Issued,05/15/2019
1327665-DCA,Active,3321 ASTORIA INC.,BARE BURGER,3321,31ST AVE,ASTORIA,NY,11106,Unenclosed,363,17,34,41418727,40.76348864196937,-73.92136937032014,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,17933-2019-RSWC,Unenclosed,363,17,34,Application Review Completed,10/31/2019,04/15/2021,,04/16/2019,Ready For Review,04/16/2019,Approved,04/18/2019,,,Recommend Approval,06/04/2019,Waived,06/07/2019,,,Review Period Expired,06/28/2019,Approved,10/31/2019,Issued,10/31/2019
2037223-DCA,Active,NANCE CORP.,CAFFE CAFE,8401,3RD AVE,BROOKLYN,NY,11209,Unenclosed,227,15,34,50044515,40.62490616183486,-74.0304582446706,310,43,http://www.bkcb10.org/,12864-2018-RSWC,Unenclosed,227,15,34,Application Review Completed,06/03/2019,09/15/2020,,09/13/2018,Ready For Review,10/04/2018,Approved,10/05/2018,,,Recommend Approval,11/29/2018,Waived,11/29/2018,,,Review Period Expired,12/20/2018,Approved,06/03/2019,Issued,06/03/2019
2034461-DCA,Inactive,PLANT BASED PIZZA NEW YORK LLC,00 + CO,65,2ND AVE,NEW YORK,NY,10003,Unenclosed,202,10,22,50046424,40.72618642555181,-73.98977169093801,103,2,http://www.nyc.gov/manhattancb3,32302-2018-RSWC,Unenclosed,202,10,22,Pending Review,08/14/2019,11/15/2019,11/15/2019,12/17/2018,Ready For Review,12/17/2018,Issued Temp Op Letter,12/21/2018,Pending Review,12/21/2018,Review Period Expired,02/13/2019,Waived,02/13/2019,,,Review Period Expired,03/06/2019,Pending Review,,Pending Review,
1282650-DCA,Active,"MEATH TRAILS, INC.",GRAY MARE,61,2ND AVE,NEW YORK,NY,10003,Unenclosed,149,11,21,40395211,40.72604369947774,-73.9897861442898,103,2,http://www.nyc.gov/manhattancb3,26744-2018-RSWC,Unenclosed,149,11,21,Application Review Completed,04/05/2019,12/15/2020,,11/07/2018,Ready For Review,11/07/2018,Approved,11/07/2018,,,Review Period Expired,12/27/2018,Waived,12/27/2018,,,Review Period Expired,01/17/2019,Approved,04/05/2019,Issued,04/05/2019
1289268-DCA,Active,"PROGETTO, INC.",,352,W 44TH ST,NEW YORK,NY,10036,Unenclosed,106,5,10,41076408,40.75925800638322,-73.99074122081859,104,3,http://www.nyc.gov/mcb4,32944-2018-RSWC,Unenclosed,106,5,10,Application Review Completed,06/20/2019,12/15/2020,,12/20/2018,Ready For Review,12/20/2018,Approved,12/20/2018,,,Review Period Expired,02/13/2019,Waived,02/13/2019,,,Review Period Expired,03/06/2019,Approved,06/20/2019,Issued,06/20/2019
2071788-DCA,Active,"SWEETGREEN NEW YORK, LLC",SWEETGREEN WILLIAMSBURG,162,N 4TH ST,BROOKLYN,NY,11211,Unenclosed,78,5,10,50017284,40.71558762647897,-73.95920148713704,301,34,http://www.nyc.gov/brooklyncb1,5917-2018-ASWC,Unenclosed,78,5,10,Application Review Completed,11/29/2018,12/15/2020,,03/27/2018,Ready For Review,03/28/2018,Approved,03/28/2018,,,Review Period Expired,05/18/2018,Recommendation Issued,05/24/2018,SWC Public Hearing,05/16/2018,Review Period Expired,06/14/2018,Approved,11/29/2018,Issued,11/29/2018
2030898-DCA,Inactive,ZEP LLC,ZUCCHERO E POMODORI,1435,2ND AVE,NEW YORK,NY,10021,Unenclosed,114,6,12,50043112,40.770679540308514,-73.95721818547922,108,4,http://www.cb8m.com/,2781-2020-RSWC,Unenclosed,114,6,12,Pending Review,04/02/2020,06/07/2020,03/07/2020,02/06/2020,Ready For Review,02/06/2020,Issued Temp Op Letter,02/06/2020,Pending Review,02/06/2020,Pending Review,02/06/2020,Pending Review,,SWC Public Hearing,03/25/2020,Pending Review,,Pending Review,,Pending Review,
1453505-DCA,Active,92ND AND 3RD REST CORP.,3RD AVE ALE HOUSE,1644,3RD AVE,NEW YORK,NY,10128,Unenclosed,468,35,70,41697314,40.78285832993135,-73.95128841806576,108,5,http://www.cb8m.com/,16303-2019-RSWC,Unenclosed,468,35,70,Application Review Completed,08/08/2019,04/15/2021,,04/02/2019,Ready For Review,04/01/2019,Approved,04/02/2019,,,Recommend Approval,05/30/2019,Waived,05/30/2019,,,Review Period Expired,06/20/2019,Approved,08/08/2019,Issued,08/08/2019
2006948-DCA,Active,402 8TH AVE. REST. INC.,MOLLY WEE PUB,402,8TH AVE,NEW YORK,NY,10001,Unenclosed,196,7,14,40374277,40.749654408224664,-73.9950987877095,105,3,http://www.cb5.org,28855-2018-RSWC,Unenclosed,196,7,14,Application Review Completed,11/21/2018,12/15/2020,,11/21/2018,Ready For Review,11/21/2018,Approved,,,,,,,,,,,,,,Issued,11/21/2018
2022715-DCA,Active,DIG INN 2884 BROADWAY LLC,DIG INN SEASONAL MARKET,2884,BROADWAY,NEW YORK,NY,10025,Unenclosed,159,7,14,50006252,40.80548001701168,-73.96544600829127,109,7,http://www.cb9m.org,17156-2019-RSWC,Unenclosed,159,7,14,Application Review Completed,04/25/2019,04/15/2021,,04/08/2019,Ready For Review,04/08/2019,Approved,,Proceed,04/25/2019,Review Period Expired,04/25/2019,Waived,04/25/2019,,,Review Period Expired,04/25/2019,Waived,04/25/2019,Issued,04/25/2019
2078292-DCA,Active,ROOT NOLITA LLC,ROOT NOLITA,371,BROOME ST,NEW YORK,NY,10013,Unenclosed,191,11,22,50081064,40.72006600716598,-73.99620847774061,102,1,http://www.nyc.gov/manhattancb2,4746-2019-RSWC,Unenclosed,191,11,22,Application Review Completed,05/23/2019,12/15/2020,,01/29/2019,Ready For Review,01/29/2019,Approved,01/29/2019,,,Review Period Expired,03/21/2019,Waived,03/21/2019,,,Review Period Expired,04/11/2019,Approved,05/23/2019,Issued,05/23/2019
,Inactive,PEACEFUL BSB RESTAURANT CORP,1/2/3 BSB,712,W 125TH ST,NEW YORK,NY,10027,Unenclosed,618,31,62,,40.81839792736031,-73.96077147463014,109,7,http://www.cb9m.org,7828-2019-ASWC,Unenclosed,618,31,62,Pending Review,07/03/2019,,,07/02/2019,Ready For Review,07/02/2019,Review Completed,07/03/2019,Pending Review,07/03/2019,Review Period Expired,08/28/2019,Recommendation Issued,08/28/2019,SWC Public Hearing,08/21/2019,Review Period Expired,03/12/2020,Pending Review,03/12/2020,Pending Review,
1136669-DCA,Active,62nd & 1st LLC,TREADWELL PARK,1125,1ST AVE,NEW YORK,NY,10065,Unenclosed,417,6,36,40918355,40.76148873211097,-73.9609674325827,108,5,http://www.cb8m.com/,11811-2018-RSWC,Unenclosed,417,6,36,Application Review Completed,04/02/2019,09/15/2020,,08/27/2018,Ready For Review,08/27/2018,Approved,08/27/2018,,,Review Period Expired,10/18/2018,Waived,10/18/2018,,,Review Period Expired,11/08/2018,Approved,04/02/2019,Issued,04/02/2019
1133602-DCA,Active,Y.N.L.C. CAFE CORP.,,3527,30TH AVE,ASTORIA,NY,11103,Unenclosed,862,31,62,40931915,40.765338775202174,-73.91769221460864,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,7592-2019-RSWC,Unenclosed,862,31,62,Application Review Completed,08/06/2019,12/15/2020,,02/11/2019,Ready For Review,02/11/2019,Approved,02/11/2019,,,Recommend Approval,02/19/2019,Waived,02/21/2019,,,Approved,08/06/2019,Approved,08/06/2019,Issued,08/06/2019
1381793-DCA,Active,GARDEN CAFE ASSOCIATES LLC,B BAR & GRILL,40,E 4TH ST,NEW YORK,NY,10003,Unenclosed,198,5,20,41456472,40.72707041766324,-73.99205897465401,102,1,http://www.nyc.gov/manhattancb2,25848-2019-RSWC,Unenclosed,198,5,20,Application Review Completed,12/24/2019,09/15/2021,,08/20/2019,Ready For Review,08/20/2019,Approved,08/21/2019,,,Review Period Expired,10/15/2019,Waived,10/15/2019,,,Review Period Expired,11/05/2019,Approved,12/24/2019,Issued,12/24/2019
2032459-DCA,Active,Elmer Kennedy LLC,PASQUALE JONES,86,KENMARE ST,NEW YORK,NY,10012,Unenclosed,118,6,12,50044508,40.721098054376554,-73.9967964567998,102,1,http://www.nyc.gov/manhattancb2,3661-2018-RSWC,Unenclosed,118,6,12,Application Review Completed,10/26/2018,09/15/2020,,02/26/2018,Ready For Review,03/05/2018,Approved,04/12/2018,,,Review Period Expired,06/02/2018,Waived,06/08/2018,,,Review Period Expired,06/29/2018,,,Issued,10/26/2018
2051771-DCA,Active,BROOKLYN BURGER & BEERS CORP,,259,5TH AVE,BROOKLYN,NY,11215,Unenclosed,274,11,23,50063159,40.67438071084131,-73.98171510183431,306,39,http://www.brooklyncb6.org/,14941-2019-RSWC,Unenclosed,274,11,23,Application Review Completed,07/09/2019,04/15/2021,,03/20/2019,Ready For Review,03/25/2019,Approved,04/01/2019,,,Review Period Expired,05/21/2019,Waived,05/21/2019,,,Review Period Expired,06/11/2019,Approved,07/09/2019,Issued,07/09/2019
2075394-DCA,Active,SEINFELD SQUARED LLC,,938,AMSTERDAM AVE,NEW YORK,NY,10025,Unenclosed,176,9,19,50076821,40.80077838978311,-73.96574101377314,107,7,http://www.nyc.gov/mcb7,9936-2018-ASWC,Unenclosed,176,9,19,Application Review Completed,10/02/2018,12/15/2020,,05/10/2018,Ready For Review,05/10/2018,Approved,05/10/2018,Pending Review,05/10/2018,Review Period Expired,07/11/2018,Recommendation Issued,07/11/2018,SWC Public Hearing,06/27/2018,Review Period Expired,08/01/2018,Pending Review,08/01/2018,Issued,10/02/2018
1028755-DCA,Active,1236 SECOND AVENUE REST. CORP.,SILVER STAR RESTAURANT,1236,2ND AVE,NEW YORK,NY,10065,Enclosed,645,23,56,40736836,40.764137613508815,-73.96157595758696,108,5,http://www.cb8m.com/,22660-2019-RSWC,Enclosed,645,23,56,Application Review Completed,08/05/2019,05/15/2021,,06/24/2019,Ready For Review,06/24/2019,Approved,,Proceed,08/05/2019,Review Period Expired,08/05/2019,Waived,08/05/2019,,,Review Period Expired,08/05/2019,Waived,08/05/2019,Issued,08/05/2019
1025932-DCA,Inactive,"KITCHEN TABLE, INC.",FRANK RESTAURANT,88,2ND AVE,NEW YORK,NY,10003,Unenclosed,187,8,18,I a40624607,40.72680664744883,-73.98877220668051,103,2,http://www.nyc.gov/manhattancb3,1726-2020-RSWC,Unenclosed,187,8,18,Pending Review,03/10/2020,02/23/2020,02/23/2020,01/24/2020,Ready For Review,01/24/2020,Issued Temp Op Letter,01/27/2020,Pending Review,01/27/2020,Pending Review,01/27/2020,Pending Review,,SWC Public Hearing,03/18/2020,Pending Review,,Pending Review,,Pending Review,
1163793-DCA,Active,MEZCALS OF 5TH AVE. REST CORP.,MESCAL,223,5TH AVE,BROOKLYN,NY,11215,Unenclosed,318,13,26,40574474,40.6757693990044,-73.98068725568773,306,39,http://www.brooklyncb6.org/,16157-2018-RSWC,Unenclosed,318,13,26,Application Review Completed,03/18/2019,09/15/2020,,09/26/2018,Ready For Review,09/26/2018,Approved,09/27/2018,,,Review Period Expired,11/21/2018,Waived,11/21/2018,,,Review Period Expired,12/12/2018,Approved,03/18/2019,Issued,03/18/2019
1418144-DCA,Active,"SERAFINA 77 WEST , LLC",,2178,BROADWAY,NEW YORK,NY,10024,Unenclosed,667,38,76,41639473,40.78207376953536,-73.98063475727058,107,6,http://www.nyc.gov/mcb7,33890-2018-RSWC,Unenclosed,667,38,76,Application Review Completed,05/24/2019,12/15/2020,,12/27/2018,Ready For Review,12/27/2018,Approved,12/27/2018,,,Review Period Expired,02/21/2019,Waived,02/21/2019,,,Review Period Expired,03/14/2019,,,Issued,05/24/2019
2042865-DCA,Inactive,BOX HILL LLC,,18,KING ST,NEW YORK,NY,10014,Unenclosed,297,10,24,50051433,40.72750705325294,-74.00354299771718,102,3,http://www.nyc.gov/manhattancb2,8956-2018-RSWC,Unenclosed,297,10,24,Application Review Completed,11/29/2018,04/15/2020,,05/30/2018,Ready For Review,05/30/2018,Approved,06/05/2018,,,Review Period Expired,07/26/2018,Waived,07/26/2018,,,Review Period Expired,08/16/2018,,,Issued,11/29/2018
