fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency,net_annual_expense_ratio_fund,net_annual_expense_ratio_category,portfolio_cash,portfolio_stocks,portfolio_bonds,portfolio_others,portfolio_preferred,portfolio_convertable,price_earnings,price_book,price_sales,price_cashflow,median_market_cap,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology
FIUBX,First Investors Equity Income Fund Class B,Large Value,First Investors,581700000,9.07,1.74,2,1/11/1995,Value,Large,USD,2.05,1,2.42,95.11,0.15,0,2.32,0,12.48,2.08,1.8,9.86,"68,750.49",3.98,5.53,21.03,3.23,7.67,17.49,5.25,5.32,10.02,8.62,11.86
FIUIX,Fidelity Telecom and Utilities Fund,Utilities,Fidelity Investments,1030000000,8.79,2.18,4,11/26/1987,Value,Large,USD,0.7,1.15,1.33,98.67,0,0,0,0,14.12,1.68,1.63,6.17,"58,859.12",0,0,0,0,0,0,47.88,46.99,3.09,0.41,1.63
FIUSX,First Investors Opportunity Fund Class A,Mid-Cap Blend,First Investors,1110000000,15.16,0.96,3,8/23/1992,Blend,Medium,USD,1.16,1.06,2.78,97.22,0,0,0,0,13.18,2.13,1.28,8.71,"8,722.27",3.53,11.71,16.68,5.33,6.84,13.13,5.05,0.08,4.7,17.63,15.33
FIUTX,First Investors Equity Income Fund Class A,Large Value,First Investors,581700000,9.39,2.54,2,2/21/1993,Value,Large,USD,1.16,1,2.42,95.11,0.15,0,2.32,0,12.48,2.08,1.8,9.86,"68,750.49",3.98,5.53,21.03,3.23,7.67,17.49,5.25,5.32,10.02,8.62,11.86
FIUUX,First Investors Equity Income Fund Advisor Class,Large Value,First Investors,581700000,9.51,2.87,3,4/2/2013,Value,Large,USD,0.86,1,2.42,95.11,0.15,0,2.32,0,12.48,2.08,1.8,9.86,"68,750.49",3.98,5.53,21.03,3.23,7.67,17.49,5.25,5.32,10.02,8.62,11.86
FIUVX,First Investors Equity Income Fund Institutional Class,Large Value,First Investors,581700000,9.49,3.2,3,4/2/2013,Value,Large,USD,0.81,1,2.42,95.11,0.15,0,2.32,0,12.48,2.08,1.8,9.86,"68,750.49",3.98,5.53,21.03,3.23,7.67,17.49,5.25,5.32,10.02,8.62,11.86
FIVFX,Fidelity International Capital Appreciation Fund,Foreign Large Growth,Fidelity Investments,2580000000,15.09,0.4,5,10/31/1994,Growth,Large,USD,1.06,1.13,2.99,97.01,0,0,0,0,23.57,4.45,3.12,18.82,"43,159.10",4.39,12.02,17.08,3.58,14.09,7.15,2.64,0,1.17,15.79,22.1
FIVIX,Touchstone Strategic Trust - Touchstone International Value Fund,Foreign Large Value,Touchstone,18580000,10.25,4.7,2,9/9/2012,Value,Large,USD,0.99,1.11,3.69,96.31,0,0,0,0,11.22,1.3,0.87,4.38,"13,813.39",8.57,12.26,19.5,0,8,3.72,8.94,1.92,7.9,24.02,5.17
FIVLX,Fidelity International Value Fund,Foreign Large Value,Fidelity Investments,464640000,7.98,3.08,2,5/17/2006,Value,Large,USD,0.89,1.11,0.41,99.59,0,0,0,0,11.35,1.1,0.98,5.05,"35,760.60",9.37,7.71,37.6,2.45,4.38,7.81,1.69,1.04,10.87,8.07,9
FIVMX,Fidelity Advisor International Value Fund Class A,Foreign Large Value,Fidelity Investments,464640000,7.82,2.71,2,5/17/2006,Value,Large,USD,1.23,1.11,0.41,99.59,0,0,0,0,11.35,1.1,0.98,5.05,"35,760.60",9.37,7.71,37.6,2.45,4.38,7.81,1.69,1.04,10.87,8.07,9
FIVOX,Fidelity Advisor International Value Fund Class C,Foreign Large Value,Fidelity Investments,464640000,7.66,1.68,1,5/17/2006,Value,Large,USD,2.04,1.11,0.41,99.59,0,0,0,0,11.35,1.1,0.98,5.05,"35,760.60",9.37,7.71,37.6,2.45,4.38,7.81,1.69,1.04,10.87,8.07,9
FIVPX,Fidelity Advisor International Value Fund Class M,Foreign Large Value,Fidelity Investments,464640000,7.81,2.34,2,5/17/2006,Value,Large,USD,1.56,1.11,0.41,99.59,0,0,0,0,11.35,1.1,0.98,5.05,"35,760.60",9.37,7.71,37.6,2.45,4.38,7.81,1.69,1.04,10.87,8.07,9
FIVQX,Fidelity Advisor International Value Fund I Class,Foreign Large Value,Fidelity Investments,464640000,7.97,3.02,2,5/17/2006,Value,Large,USD,0.97,1.11,0.41,99.59,0,0,0,0,11.35,1.1,0.98,5.05,"35,760.60",9.37,7.71,37.6,2.45,4.38,7.81,1.69,1.04,10.87,8.07,9
FIVUX,First Investors Opportunity Fund Advisor Class,Mid-Cap Blend,First Investors,1110000000,15.26,1.01,3,4/2/2013,Blend,Medium,USD,0.9,1.06,2.78,97.22,0,0,0,0,13.18,2.13,1.28,8.71,"8,722.27",3.53,11.71,16.68,5.33,6.84,13.13,5.05,0.08,4.7,17.63,15.33
FIVVX,First Investors Opportunity Fund Institutional Class,Mid-Cap Blend,First Investors,1110000000,15.32,1.08,3,4/2/2013,Blend,Medium,USD,0.78,1.06,2.78,97.22,0,0,0,0,13.18,2.13,1.28,8.71,"8,722.27",3.53,11.71,16.68,5.33,6.84,13.13,5.05,0.08,4.7,17.63,15.33
FIWCX,Fidelity SAI International Value Index Fund,Foreign Large Value,Fidelity Investments,613410000,8.71,1.96,0,12/18/2017,Value,Large,USD,0.2,1.11,4.36,95.59,0,0.05,0,0,9.38,0.85,0.63,3.95,"30,428.87",10.78,12.21,18.76,3.81,10.36,9.28,2.32,5.73,8.72,13.72,4.3
FIWFX,Fidelity Freedom Index 2015 Fund Institutional Premium Class,Target-Date 2015,Fidelity Investments,1320000000,7.25,2.07,4,6/23/2015,Blend,Large,USD,0.08,0.43,7.68,44.58,47.67,0.01,0,0.06,15.47,2.13,1.52,7.52,"49,897.48",4.34,11.75,17.64,3.68,7.68,12.49,3.21,3.5,5.72,10.97,19.03
FIWTX,Fidelity Freedom Index 2020 Fund Institutional Premium Class,Target-Date 2020,Fidelity Investments,4500000000,8.1,2.05,4,6/23/2015,Blend,Large,USD,0.08,0.46,5.66,52.16,42.11,0.01,0,0.05,15.47,2.13,1.52,7.52,"49,902.53",4.33,11.75,17.64,3.68,7.68,12.49,3.21,3.5,5.72,10.97,19.03
FIXIX,Fidelity Advisor International Small Cap Fund Class I,Foreign Small/Mid Blend,Fidelity Investments,2140000000,8.64,1.71,5,5/26/2003,Blend,Small,USD,1.21,1.31,5.51,93.68,0,0.81,0,0,11.58,1.22,0.68,7.78,"1,359.20",9.35,14.62,13.49,6.5,11.31,6.66,0.74,0.73,3.13,21.98,11.49
FIXRX,Fidelity Managed Retirement 2025 Fund,Target-Date 2025,Fidelity Investments,17390000,7.63,1.69,4,12/30/2007,Blend,Large,USD,0.48,0.45,11.32,46.59,41.43,0.04,0.44,0.16,14.37,1.83,1.3,7.05,"34,221.04",4.17,12.41,21.35,2.42,6.51,12.51,2.09,2.44,6.84,10.18,19.08
FJACX,Fidelity Series Small Cap Discovery Fund,Small Blend,Fidelity Investments,1690000000,16.08,1.52,3,11/6/2013,Blend,Small,USD,0,1.15,1.49,98.49,0.02,0,0,0,13.35,1.54,0.76,4.74,"2,676.02",2.18,17.07,21.04,7.11,1.71,7.55,0,2.07,4.85,22.9,13.52
FJIFX,Fidelity Freedom Index 2005 Fund Investor Class,Target-Date 2000-2010,Fidelity Investments,130930000,5.22,1.94,2,10/1/2009,Blend,Large,USD,0.14,0.47,12.57,26.59,60.76,0.01,0,0.07,15.47,2.13,1.52,7.51,"49,931.30",4.34,11.75,17.64,3.68,7.68,12.49,3.21,3.5,5.73,10.97,19.03
FJLSX,Fidelity Flex Freedom 2035 Fund,Target-Date 2035,Fidelity Investments,112730,11.29,2.1,0,6/7/2017,Blend,Large,USD,0,0.45,7.58,79.96,11.63,0.04,0.7,0.08,14.49,1.86,1.31,7.11,"35,079.23",3.98,12.44,21.03,2.36,6.52,12.89,2.11,2.51,6.82,10.18,19.16
FJMNX,Nuveen Minnesota Municipal Bond Fund Class A,Muni Minnesota,Nuveen,418610000,2.88,3.03,5,7/10/1988,Growth,Medium,USD,0.81,0.9,0.09,0,98.97,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJPCX,Fidelity Advisor Japan Fund Class C,Japan Stock,Fidelity Investments,652090000,9.13,0,2,12/13/2010,Growth,Large,USD,2.04,1.27,0.62,99.38,0,0,0,0,14.1,1.52,1.05,6.82,"11,696.44",10.15,12.62,11.84,0.86,9.98,6.38,0,8.15,0,17.12,22.9
FJPDX,Fidelity Advisor Event Driven Opportunities Fund Class M,Small Blend,Fidelity Investments,19160000,4.55,0.13,2,12/11/2013,Blend,Medium,USD,1.8,1.15,9.65,90.35,0,0,0,0,14,2.05,0.95,4.58,"2,924.42",0.41,20.6,21.41,10.88,11.43,2.08,0.45,0.42,0.7,12.2,19.42
FJPIX,Fidelity Advisor Japan Fund Class I,Japan Stock,Fidelity Investments,652090000,9.39,0.29,3,12/13/2010,Growth,Large,USD,0.98,1.27,0.62,99.38,0,0,0,0,14.1,1.52,1.05,6.82,"11,696.44",10.15,12.62,11.84,0.86,9.98,6.38,0,8.15,0,17.12,22.9
FJPNX,Fidelity Japan Fund,Japan Stock,Fidelity Investments,652090000,9.46,0.35,3,9/14/1992,Growth,Large,USD,1.05,1.27,0.62,99.38,0,0,0,0,14.1,1.52,1.05,6.82,"11,696.44",10.15,12.62,11.84,0.86,9.98,6.38,0,8.15,0,17.12,22.9
FJPTX,Fidelity Advisor Japan Fund Class M,Japan Stock,Fidelity Investments,652090000,9.26,0,2,12/13/2010,Growth,Large,USD,1.67,1.27,0.62,99.38,0,0,0,0,14.1,1.52,1.05,6.82,"11,696.44",10.15,12.62,11.84,0.86,9.98,6.38,0,8.15,0,17.12,22.9
FJRLX,Fidelity Limited Term Bond Fund,Short-Term Bond,Fidelity Investments,2430000000,2.31,2.35,4,10/31/2013,Value,Medium,USD,0.45,0.75,1.65,0,98.08,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJSCX,Fidelity Japan Smaller Companies Fund,Japan Stock,Fidelity Investments,659070000,7.13,0.66,4,10/31/1995,Blend,Medium,USD,0.94,1.27,8.78,91.22,0,0,0,0,12.15,1.08,0.57,5.5,"2,142.46",10.08,21.09,8.55,0.76,8.1,4.91,3.35,0.11,2.16,27.74,13.15
FJSIX,Nuveen High Income Bond Fund Class A,High Yield Bond,Nuveen,315640000,8.2,6.89,3,8/29/2001,Value,Small,USD,1.05,1.02,3.91,0,93.64,1.07,0.74,0.64,5.86,2,0.56,1.7,0,98.77,0,0,0,0,0,0,0,1.23,0,0
FJSYX,Nuveen High Income Bond Fund Class I,High Yield Bond,Nuveen,315640000,8.24,7.11,4,8/29/2001,Value,Small,USD,0.8,1.02,3.91,0,93.64,1.07,0.74,0.64,5.86,2,0.56,1.7,0,98.77,0,0,0,0,0,0,0,1.23,0,0
FJTKX,Fidelity Freedom 2045 Fund Class K6,Target-Date 2045,Fidelity Investments,13820000000,11.53,1.76,4,6/6/2017,Blend,Large,USD,0.5,0.45,7.02,85,7.11,0.04,0.75,0.07,14.51,1.86,1.31,7.12,"35,231.20",3.97,12.52,20.93,2.33,6.51,12.92,2.1,2.5,6.78,10.16,19.27
FKACX,Franklin Growth Opportunities Fund Class C,Large Growth,Franklin Templeton Investments,3870000000,18.7,0,2,6/22/1999,Growth,Large,USD,1.74,1.06,1.64,98.01,0,0.35,0,0,29.62,5.94,4.11,18.68,"60,663.82",1.24,10.93,17.29,2.23,3.73,14.13,0,4.66,0.87,9.74,35.17
FKAIX,Federated Kaufmann Small Cap Fund Institutional Shares,Small Growth,Federated,2400000000,22.79,0,5,12/29/2015,Growth,Small,USD,0.91,1.2,10.42,89.32,0.17,0.09,0,0,22.08,3.56,3.2,10.58,"2,163.27",1.45,12.22,4.25,7.83,0,33.39,0,0.59,0.33,9.04,30.91
FKALX,Federated Kaufmann Small Cap Fund Class R6 Shares,Small Growth,Federated,2400000000,22.81,0,5,8/31/2017,Growth,Small,USD,0.9,1.2,10.42,89.32,0.17,0.09,0,0,22.08,3.56,3.2,10.58,"2,163.27",1.45,12.22,4.25,7.83,0,33.39,0,0.59,0.33,9.04,30.91
FKARX,Franklin Growth Opportunities Fund Class R,Large Growth,Franklin Templeton Investments,3870000000,18.87,0,3,1/1/2002,Growth,Large,USD,1.24,1.06,1.64,98.01,0,0.35,0,0,29.62,5.94,4.11,18.68,"60,663.82",1.24,10.93,17.29,2.23,3.73,14.13,0,4.66,0.87,9.74,35.17
FKASX,Federated Kaufmann Small Cap Fund Class A Shares,Small Growth,Federated,2400000000,22.65,0,5,12/17/2002,Growth,Small,USD,1.37,1.2,10.42,89.32,0.17,0.09,0,0,22.08,3.56,3.2,10.58,"2,163.27",1.45,12.22,4.25,7.83,0,33.39,0,0.59,0.33,9.04,30.91
FKBAX,Franklin Total Return Fund Class A,Intermediate-Term Bond,Franklin Templeton Investments,4290000000,4.35,2.76,3,8/2/1998,Value,Small,USD,0.88,0.76,5.97,0.06,89.82,2.54,0.06,0.17,7.05,0.29,0.67,0.58,0,0,0,0,0,0,0,0,0,0,0,0
FKBSX,Federated Kaufmann Small Cap Fund Class B Shares,Small Growth,Federated,2400000000,22.49,0,5,12/17/2002,Growth,Small,USD,2.04,1.2,10.42,89.32,0.17,0.09,0,0,22.08,3.56,3.2,10.58,"2,163.27",1.45,12.22,4.25,7.83,0,33.39,0,0.59,0.33,9.04,30.91
FKCCX,Nuveen Kentucky Municipal Bond Fund Class C,Muni Single State Long,Nuveen,336200000,2.45,2.2,2,2/9/2014,Blend,Medium,USD,1.66,0.94,0,0,99.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKCIX,Franklin California Intermediate-Term Tax-Free Income Fund Class A1,Muni California Intermediate,Franklin Templeton Investments,1590000000,2.07,2.71,4,9/20/1992,Value,Medium,USD,0.59,0.75,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKCSX,Federated Kaufmann Small Cap Fund Class C Shares,Small Growth,Federated,2400000000,22.48,0,5,12/17/2002,Growth,Small,USD,2.02,1.2,10.42,89.32,0.17,0.09,0,0,22.08,3.56,3.2,10.58,"2,163.27",1.45,12.22,4.25,7.83,0,33.39,0,0.59,0.33,9.04,30.91
FKDNX,Franklin DynaTech Fund Class A,Large Growth,Franklin Templeton Investments,7530000000,21.87,0,5,1/1/1968,Growth,Large,USD,0.87,1.06,3.08,96.92,0,0,0,0,34.41,7.48,5.79,23.68,"63,785.06",0,12.29,10.45,1.58,0,17.07,0,3.35,0,5.33,49.93
FKEMX,Fidelity Emerging Markets Fund Class K,Diversified Emerging Mkts,Fidelity Investments,4440000000,15.66,0.85,4,5/8/2008,Growth,Large,USD,0.82,1.36,1.45,98.55,0,0,0,0,18.11,3.24,3.09,7.67,"56,172.22",7.33,12,23.54,1.97,11.76,2.65,0.89,0,6.66,4.56,28.65
FKGLX,Fidelity Advisor Freedom 2040 Fund Class Z6,Target-Date 2040,Fidelity Investments,2180000000,12.31,1.87,4,6/5/2017,Blend,Large,USD,0.5,0.45,6.16,85.97,7.13,0.04,0.61,0.08,15.29,2.01,1.5,7.74,"39,127.08",4.29,10.5,21.83,2.61,6.64,12.12,1.96,3.04,6.6,10.31,20.1
FKGRX,Franklin Growth Series Class A,Large Growth,Franklin Templeton Investments,15620000000,15.2,0.42,3,3/31/1948,Growth,Large,USD,0.84,1.06,1.26,98.74,0,0,0,0,19.52,4.73,3.18,15.08,"70,524.47",4.86,8.03,8.42,0.58,3.46,21.02,1.09,1.98,1,24.12,25.43
FKICX,Fidelity Small Cap Stock K6 Fund,Small Blend,Fidelity Investments,82840000,14.79,0.45,0,5/24/2017,Growth,Small,USD,0.6,1.15,0.61,99.39,0,0,0,0,14.37,1.87,0.78,9.79,"2,147.01",3.93,15.59,18.01,5.83,5.77,12.19,0,1.49,3.69,18.21,15.3
FKIDX,Fidelity Diversified International K6 Fund,Foreign Large Growth,Fidelity Investments,2640000000,11.25,1.24,0,5/24/2017,Growth,Large,USD,0.6,1.13,4.8,95.2,0,0,0,0,16.49,2.27,1.73,10.44,"36,042.56",6.25,9.1,25.43,0.7,10.68,13.9,0.6,0.87,4.27,11.02,17.18
FKIFX,Fidelity Freedom Index 2010 Fund Investor Class,Target-Date 2000-2010,Fidelity Investments,563840000,6.22,2.04,4,10/1/2009,Blend,Large,USD,0.14,0.47,10.13,35.58,54.22,0.01,0,0.06,15.47,2.13,1.52,7.52,"49,941.81",4.34,11.75,17.64,3.68,7.68,12.49,3.21,3.5,5.73,10.97,19.03
FKINX,Franklin Income Fund Class A1,Allocation - 30% to 50% Equity,Franklin Templeton Investments,75050000000,9.88,5.17,4,8/30/1948,Value,Large,USD,0.62,0.79,4.35,33.67,50.37,1.7,8.75,1.16,13.39,1.87,1.18,6.49,"97,039.73",8.71,6.06,14.65,1.59,9.43,11.75,18.66,4.9,14.49,4.4,5.37
FKISX,Fidelity Advisor Municipal Income Fund Class C,Muni National Long,Fidelity Investments,4900000000,2.9,1.85,2,2/28/2018,Blend,Medium,USD,1.52,0.85,1.93,0,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKITX,Franklin Federal Intermediate-Term Tax-Free Income Fund Class A1,Muni National Interm,Franklin Templeton Investments,3550000000,1.88,2.69,3,9/20/1992,Value,Large,USD,0.56,0.75,1.73,0,98.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKKSX,Federated Kaufmann Small Cap Fund Class R Shares,Small Growth,Federated,2400000000,22.66,0,5,11/7/2005,Growth,Small,USD,1.37,1.2,10.42,89.32,0.17,0.09,0,0,22.08,3.56,3.2,10.58,"2,163.27",1.45,12.22,4.25,7.83,0,33.39,0,0.59,0.33,9.04,30.91
FKLAX,Franklin Louisiana Tax Free Income Fund Class A1,Muni Single State Long,Franklin Templeton Investments,373900000,2.65,3.15,4,8/31/1987,Blend,Medium,USD,0.7,0.94,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKLCX,Franklin K2 Long Short Credit Fund Class C,Long-Short Credit,Franklin Templeton Investments,119820000,2,2.39,3,9/27/2015,Value,Medium,USD,3.86,2.03,23.99,1.33,72.48,0.01,0.3,1.14,15.59,1.52,0.44,0.37,"4,212.32",4.39,6.79,0,33.77,0,0,41.47,11.07,0,2.51,0
FKLQX,Franklin K2 Long Short Credit Fund Class R6,Long-Short Credit,Franklin Templeton Investments,119820000,2.17,3.18,4,9/27/2015,Value,Medium,USD,2.84,2.03,23.99,1.33,72.48,0.01,0.3,1.14,15.59,1.52,0.44,0.37,"4,212.32",4.39,6.79,0,33.77,0,0,41.47,11.07,0,2.51,0
FKLRX,Franklin K2 Long Short Credit Fund Class R,Long-Short Credit,Franklin Templeton Investments,119820000,2.09,2.69,4,9/27/2015,Value,Medium,USD,3.36,2.03,23.99,1.33,72.48,0.01,0.3,1.14,15.59,1.52,0.44,0.37,"4,212.32",4.39,6.79,0,33.77,0,0,41.47,11.07,0,2.51,0
FKLSX,Franklin K2 Long Short Credit Fund Class A,Long-Short Credit,Franklin Templeton Investments,119820000,2.27,2.98,4,9/27/2015,Value,Medium,USD,3.11,2.03,23.99,1.33,72.48,0.01,0.3,1.14,15.59,1.52,0.44,0.37,"4,212.32",4.39,6.79,0,33.77,0,0,41.47,11.07,0,2.51,0
FKLZX,Franklin K2 Long Short Credit Fund Advisor Class,Long-Short Credit,Franklin Templeton Investments,119820000,2.27,3.15,4,9/27/2015,Value,Medium,USD,2.86,2.03,23.99,1.33,72.48,0.01,0.3,1.14,15.59,1.52,0.44,0.37,"4,212.32",4.39,6.79,0,33.77,0,0,41.47,11.07,0,2.51,0
FKMAX,Franklin K2 Global Macro Opportunities Fund Class A,Multialternative,Franklin Templeton Investments,23790000,2.98,0.09,0,7/10/2016,Value,Large,USD,2.27,1.57,48.67,24.54,22.38,0,0.86,3.35,12.02,1.29,0.88,5.53,0,0,0,0,0,0,0,0,0,0,0,0
FKMCX,Fidelity Mid-Cap Stock Fund Class K,Mid-Cap Growth,Fidelity Investments,7580000000,12.17,0.82,4,5/8/2008,Blend,Medium,USD,0.51,1.19,8.25,89.86,0.13,0.83,0.93,0,16.49,1.99,1.52,8.88,"8,626.25",2.58,14.92,21.4,4.82,6.79,8.79,7.58,1.15,5.85,14.62,11.51
FKMDX,Franklin K2 Global Macro Opportunities Fund Class C,Multialternative,Franklin Templeton Investments,23790000,2.69,0,0,7/10/2016,Value,Large,USD,3.02,1.57,48.67,24.54,22.38,0,0.86,3.35,12.02,1.29,0.88,5.53,0,0,0,0,0,0,0,0,0,0,0,0
FKMQX,Franklin K2 Global Macro Opportunities Fund Class R6,Multialternative,Franklin Templeton Investments,23790000,3.08,0.34,0,7/10/2016,Value,Large,USD,2.02,1.57,48.67,24.54,22.38,0,0.86,3.35,12.02,1.29,0.88,5.53,0,0,0,0,0,0,0,0,0,0,0,0
FKMRX,Franklin K2 Global Macro Opportunities Fund Class R,Multialternative,Franklin Templeton Investments,23790000,2.87,0.08,0,7/10/2016,Value,Large,USD,2.52,1.57,48.67,24.54,22.38,0,0.86,3.35,12.02,1.29,0.88,5.53,0,0,0,0,0,0,0,0,0,0,0,0
FKMZX,Franklin K2 Global Macro Opportunities Fund Advisor Class,Multialternative,Franklin Templeton Investments,23790000,2.97,0.33,0,7/10/2016,Value,Large,USD,2.02,1.57,48.67,24.54,22.38,0,0.86,3.35,12.02,1.29,0.88,5.53,0,0,0,0,0,0,0,0,0,0,0,0
FKNCX,Franklin New York Intermediate Tax-Free Income Fund Class C,Muni New York Intermediate,Franklin Templeton Investments,910220000,2.23,2.08,2,6/30/2003,Blend,Large,USD,1.23,0.84,0.93,0,99.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKNIX,Franklin New York Intermediate Tax-Free Income Fund Class A1,Muni New York Intermediate,Franklin Templeton Investments,910220000,2.37,2.64,3,9/20/1992,Blend,Large,USD,0.68,0.84,0.93,0,99.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKNRX,Franklin New York Intermediate Tax-Free Income Fund Class R6,Muni New York Intermediate,Franklin Templeton Investments,910220000,2.41,2.77,3,7/31/2017,Blend,Large,USD,0.52,0.84,0.93,0,99.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKRCX,Franklin Gold and Precious Metals Fund Class A,Equity Precious Metals,Franklin Templeton Investments,806750000,9.58,0,3,5/18/1969,Blend,Small,USD,0.98,1.39,0.59,99.05,0.09,0,0,0.28,18.66,1.06,1.86,2.47,"1,847.28",100,0,0,0,0,0,0,0,0,0,0
FKSAX,Franklin Strategic Income Fund Advisor Class,Multisector Bond,Franklin Templeton Investments,4850000000,4.88,4.57,3,8/11/1999,Value,Small,USD,0.63,1.03,1.88,0.32,88.25,8.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKSCX,Franklin International Small Cap Fund Advisor Class,Foreign Small/Mid Blend,Franklin Templeton Investments,898500000,12.24,1.72,4,10/14/2002,Value,Small,USD,1.13,1.31,1.91,98.09,0,0,0,0,13.52,0.96,0.76,5.63,"2,308.10",2.51,13.05,15.83,11.43,11.95,2.15,0,5.86,6.51,23.96,6.77
FKSRX,Franklin Strategic Income Fund Class R,Multisector Bond,Franklin Templeton Investments,4850000000,4.66,4.1,2,1/1/2002,Value,Small,USD,1.13,1.03,1.88,0.32,88.25,8.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKSTX,Nuveen Kansas Municipal Bond Fund Class A,Muni Single State Long,Nuveen,248810000,2.31,3.15,4,1/8/1992,Blend,Medium,USD,0.87,0.94,1.46,0,97.96,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTDX,Franklin Minnesota Tax-Free Income Fund Class R6,Muni Minnesota,Franklin Templeton Investments,954380000,2.68,3.02,3,7/31/2017,Blend,Large,USD,0.52,0.9,0.69,0,99.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTFX,Franklin California Tax Free Income Fund Class A1,Muni California Long,Franklin Templeton Investments,15210000000,3.4,3.49,4,1/30/1977,Blend,Medium,USD,0.58,0.86,0.9,0,99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTIX,Franklin Federal Tax Free Income Fund Class A1,Muni National Long,Franklin Templeton Investments,10600000000,2.63,3.66,3,10/6/1983,Blend,Medium,USD,0.62,0.85,1.07,0,98.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTJX,Franklin New York Tax Free Income Fund Class R6,Muni New York Long,Franklin Templeton Investments,3950000000,2.79,3.37,2,7/31/2017,Blend,Medium,USD,0.5,0.92,0.95,0,99.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTLX,Franklin Colorado Tax Free Income Fund Class R6,Muni Single State Long,Franklin Templeton Investments,676470000,2.46,3.39,4,7/31/2017,Value,Medium,USD,0.55,0.94,0.97,0,99.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTMX,Franklin Massachusetts Tax-Free Income Fund Class R6,Muni Massachusetts,Franklin Templeton Investments,423780000,2.67,3.1,4,7/31/2017,Blend,Large,USD,0.56,0.82,0.91,0,99.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTNX,Franklin Michigan Tax-Free Income Fund Class R6,Muni Single State Long,Franklin Templeton Investments,915540000,2.79,3.1,3,7/31/2017,Blend,Large,USD,0.54,0.94,1.32,0,98.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTOX,Franklin Ohio Tax-Free Income Fund Class R6,Muni Ohio,Franklin Templeton Investments,1480000000,2.58,3.12,4,7/31/2017,Blend,Large,USD,0.51,0.82,0.99,0,99.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTQX,Franklin California Tax Free Income Fund Class R6,Muni California Long,Franklin Templeton Investments,15210000000,3.29,3.59,4,7/31/2017,Blend,Medium,USD,0.47,0.86,0.9,0,99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTRX,Franklin Kentucky Tax Free Income Fund Class R6,Muni Single State Long,Franklin Templeton Investments,146440000,2.22,3.21,4,7/31/2017,Value,Medium,USD,0.66,0.94,3.31,0,96.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKTZX,Franklin Kentucky Tax Free Income Fund Advisor Class,Muni Single State Long,Franklin Templeton Investments,146440000,2.21,3.18,4,9/14/2016,Value,Medium,USD,0.68,0.94,3.31,0,96.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKUSX,Franklin U.S. Government Securities Fund Class A1,Intermediate Government,Franklin Templeton Investments,5250000000,1.97,3.1,3,5/28/1970,Value,Large,USD,0.77,0.83,4.73,0,95.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKUTX,Franklin Utilities Fund Class A1,Utilities,Franklin Templeton Investments,6250000000,12.54,2.47,3,9/29/1948,Value,Large,USD,0.74,1.15,1.07,98.82,0.11,0,0,0,19.36,2,2.34,8.35,"27,177.14",0,0,0,0,0,0,94.34,0,5.66,0,0
FKYCX,Nuveen Kentucky Municipal Bond Fund Class C2,Muni Single State Long,Nuveen,336200000,2.5,2.42,2,10/3/1993,Blend,Medium,USD,1.41,0.94,0,0,99.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
