Animal_Id,animal_type,animal_breed,Kennel_Number,Kennel_Status,Tag_Type,Activity_Number,Activity_Sequence,Source_Id,Census_Tract,Council_District,intake_type,Intake_Subtype,Reason,Staff_Id,intake_date,intake_time,Due_Out,intake_condition,Hold_Request,Outcome_Type,Outcome_Date,Outcome_Time,Receipt_Number,Impound_Number,Service_Request_Number,Outcome_Condition,chip_status,Animal_Origin,Additional_Information,animal_stay_days,Month,Year,,,,
A1067668,DOG,DUTCH SHEPHERD,FAM GP 02,IMPOUNDED,,,1,P0883895,17102,8,OWNER SURRENDER,GENERAL,BEHAVIOR,DL,5/14/2019 0:00,12:05:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461130,,,SCAN NO CHIP,OVER THE COUNTER,,8,FY2017,NEXT_FY,,,,
A1049936,DOG,CHIHUAHUA SH,STAR 5,AVAILABLE,,,1,P0860900,20500,6,OWNER SURRENDER,GENERAL,HOUSING,DL,5/14/2019 0:00,14:36:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461168,,,SCAN CHIP,OVER THE COUNTER,,8,FY2017,NEXT_FY,,,,
A1064477,DOG,PIT BULL,AD 004,AVAILABLE,,,1,P0881691,20500,6,OWNER SURRENDER,RETURN30,NOTRIGHTFT,AH,5/14/2019 0:00,11:11:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461118,,,SCAN CHIP,OVER THE COUNTER,,8,FY2017,NEXT_FY,,,,
A1067663,DOG,DACHSHUND,STAR 5,AVAILABLE,,,1,P0883889,9611,13,OWNER SURRENDER,GENERAL,PERSNLISSU,AH,5/14/2019 0:00,11:46:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461125,,,SCAN CHIP,OVER THE COUNTER,,8,FY2017,NEXT_FY,,,,
A1067666,DOG,DUTCH SHEPHERD,FAM GP 02,IMPOUNDED,,,1,P0883895,17102,8,OWNER SURRENDER,GENERAL,BEHAVIOR,DL,5/14/2019 0:00,12:05:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461128,,,SCAN NO CHIP,OVER THE COUNTER,,8,FY2017,NEXT_FY,,,,
A1055869,DOG,LABRADOR RETR,AD 081,AVAILABLE,,,1,P0869012,5400,4,OWNER SURRENDER,GENERAL,BEHAVIOR,CBM,5/14/2019 0:00,15:22:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461177,,,SCAN CHIP,OVER THE COUNTER,,8,FY2017,NEXT_FY,,,,
A1064059,DOG,PIT BULL,AD 044,AVAILABLE,,,1,P0880266,20500,6,OWNER SURRENDER,RETURN30,NOTRIGHTFT,DL,5/14/2019 0:00,14:58:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461173,,,SCAN CHIP,OVER THE COUNTER,,8,FY2017,NEXT_FY,,,,
A1062898,DOG,LABRADOR RETR,PAWS 03,AVAILABLE,,A19-172600,1,P0878529,12207,7,OWNER SURRENDER,GENERAL,OTHER,JO1195,5/14/2019 0:00,13:24:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461151,,,SCAN CHIP,FIELD,,8,FY2017,NEXT_FY,,,,
A1067732,DOG,GREAT DANE,AD 062,AVAILABLE,,A19-172620,1,P0883751,6700,3,OWNER SURRENDER,GENERAL,OTHRINTAKS,TM1736,5/14/2019 0:00,20:36:00,5/14/2019 0:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461198,,,SCAN CHIP,FIELD,,8,FY2017,NEXT_FY,,,,
A0994331,DOG,PIT BULL,AD 011,AVAILABLE,,,1,P0585220,6302,1,OWNER SURRENDER,GENERAL,PERSNLISSU,AH,5/14/2019 0:00,16:11:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461181,,,SCAN CHIP,OVER THE COUNTER,,8,FY2017,NEXT_FY,,,,
A1067729,DOG,PIT BULL,AD 018,AVAILABLE,,A19-173067,1,P0883960,9104,5,OWNER SURRENDER,GENERAL,NOTRIGHTFT,VD1770,5/14/2019 0:00,20:29:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461196,,,SCAN NO CHIP,FIELD,,8,FY2017,NEXT_FY,,,,
A1067707,DOG,PIT BULL,AD 030,EU RISK,,A19-172868,1,P0883832,10902,8,OWNER SURRENDER,GENERAL,NOTRIGHTFT,MM1701,5/14/2019 0:00,17:19:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461186,,,SCAN NO CHIP,FIELD,,8,FY2017,NEXT_FY,,,,
A1067787,DOG,LABRADOR RETR,PSDOG 13,AVAILABLE,,,1,P0884004,601,2,OWNER SURRENDER,GENERAL,HOUSING,BW,5/15/2019 0:00,12:19:00,5/16/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461281,,,SCAN CHIP,OVER THE COUNTER,,7,FY2017,NEXT_FY,,,,
A1067741,DOG,PIT BULL,AD 051,AVAILABLE,,A19-173009,1,P0806526,5500,4,OWNER SURRENDER,GENERAL,OTHRINTAKS,TM1736,5/15/2019 0:00,6:02:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461215,,,SCAN NO CHIP,FIELD,,7,FY2017,NEXT_FY,,,,
A1054805,DOG,LABRADOR RETR,AD 073,AVAILABLE,,,1,P0868685,16701,8,OWNER SURRENDER,GENERAL,BEHAVIOR,CBM,5/15/2019 0:00,11:46:00,5/15/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461270,,,SCAN CHIP,OVER THE COUNTER,,7,FY2017,NEXT_FY,,,,
A1067737,DOG,PIT BULL,AD 074,AVAILABLE,,A19-173078,1,P0778947,4100,4,OWNER SURRENDER,GENERAL,OTHRINTAKS,TM1736,5/15/2019 0:00,0:13:00,5/15/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461204,,,SCAN NO CHIP,FIELD,,7,FY2017,NEXT_FY,,,,
A1053378,DOG,PIT BULL,PAWS 12,AVAILABLE,,,1,P0884005,20500,6,OWNER SURRENDER,GENERAL,HOUSING,CBM,5/15/2019 0:00,12:25:00,5/16/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461280,,,SCAN CHIP,OVER THE COUNTER,,7,FY2017,NEXT_FY,,,,
A1067855,DOG,SCHNAUZER MIN,INJD 014,AVAILABLE,,A19-173332,1,P0884062,2000,1,OWNER SURRENDER,GENERAL,MEDICAL,RK1765,5/15/2019 0:00,18:40:00,5/15/2019 0:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RESCU ONLY,OTHER,,0:00:00,,K19-461358,,,SCAN NO CHIP,FIELD,CC 12/IC 20,7,FY2017,NEXT_FY,,,,
A1067785,DOG,YORKSHIRE TERR,PSDOG 13,AVAILABLE,,,1,P0884004,601,2,OWNER SURRENDER,GENERAL,HOUSING,BW,5/15/2019 0:00,12:19:00,5/15/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461278,,,SCAN NO CHIP,OVER THE COUNTER,,7,FY2017,NEXT_FY,,,,
A0894843,DOG,AMERICAN STAFF,AD 026,AVAILABLE,,A19-173464,1,P0855472,1101,14,OWNER SURRENDER,GENERAL,FINANCIAL,JO1195,5/16/2019 0:00,16:42:00,5/16/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461480,,,SCAN CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067957,DOG,LABRADOR RETR,AD 029,AVAILABLE,,A19-173429,1,P0866690,8703,4,OWNER SURRENDER,GENERAL,MEDICAL,MM1748,5/16/2019 0:00,17:04:00,5/16/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461482,,,SCAN CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1060975,DOG,PIT BULL,AD 031,AVAILABLE,,,1,P0880552,20500,6,OWNER SURRENDER,GENERAL,NOTRIGHTFT,IF,5/16/2019 0:00,17:39:00,5/16/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461486,,,SCAN CHIP,OVER THE COUNTER,,6,FY2017,NEXT_FY,,,,
A1062256,DOG,GERM SHEPHERD,AD 045,AVAILABLE,,,1,P0879084,7825,10,OWNER SURRENDER,GENERAL,HOUSING,BW,5/16/2019 0:00,10:55:00,5/16/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461421,,,SCAN CHIP,OVER THE COUNTER,,6,FY2017,NEXT_FY,,,,
A1067958,DOG,LABRADOR RETR,AD 029,AVAILABLE,,A19-173429,1,P0866690,8703,4,OWNER SURRENDER,GENERAL,MEDICAL,MM1748,5/16/2019 0:00,17:04:00,5/16/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461483,,,SCAN CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1068004,DOG,PIT BULL,LFD 033,AVAILABLE,,A19-173594,1,P0884222,11200,4,OWNER SURRENDER,GENERAL,NOTRIGHTFT,DT1757,5/17/2019 0:00,13:31:00,5/17/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461551,,,SCAN NO CHIP,FIELD,LFD34 - DC9,5,FY2017,NEXT_FY,,,,
A1015778,DOG,PIT BULL,LFD 032,AVAILABLE,,A19-173544,1,P0818695,17102,8,OWNER SURRENDER,GENERAL,OTHER,JO1195,5/17/2019 0:00,10:12:00,5/17/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461519,,,SCAN CHIP,FIELD,,5,FY2017,NEXT_FY,,,,
A1064626,DOG,LABRADOR RETR,LFD 076,AVAILABLE,,,1,P0714389,13615,11,OWNER SURRENDER,RETURN30,NOTRIGHTFT,DL,5/17/2019 0:00,18:00:00,5/17/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461613,,,SCAN CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1067991,DOG,PIT BULL,LFD 045,AVAILABLE,,A19-173566,1,P0884196,10101,6,OWNER SURRENDER,GENERAL,NOTRIGHTFT,JAS1719,5/17/2019 0:00,11:25:00,5/17/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461526,,,SCAN NO CHIP,FIELD,LFD45 - DC14,5,FY2017,NEXT_FY,,,,
A1068050,DOG,PIT BULL,LFD 031,AVAILABLE,,A19-173630,1,P0884254,11401,8,OWNER SURRENDER,GENERAL,OTHER,MM1759,5/17/2019 0:00,16:10:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461599,,,SCAN NO CHIP,FIELD,LFD31 - DC26,5,FY2017,NEXT_FY,,,,
A1068053,DOG,AUST CATTLE DOG,LFD 030,AVAILABLE,,,1,P0551274,5300,1,OWNER SURRENDER,GENERAL,PERSNLISSU,DL,5/17/2019 0:00,16:31:00,5/17/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461602,,,SCAN NO CHIP,OVER THE COUNTER,ID11A - DC21,5,FY2017,NEXT_FY,,,,
A1041282,DOG,PIT BULL,LFD 041,AVAILABLE,,,1,P0849044,18505,10,OWNER SURRENDER,GENERAL,HOUSING,CBM,5/17/2019 0:00,11:04:00,5/17/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461521,,,SCAN CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1068061,DOG,GERM SHEPHERD,PCD 04,PRE-LAB,,A19-173546,1,P0884184,9105,5,OWNER SURRENDER,GENERAL,BEHAVIOR,ER1768,5/17/2019 0:00,17:14:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461611,,,SCAN CHIP,FIELD,,5,FY2017,NEXT_FY,,,,
A1032849,DOG,LABRADOR RETR,LFD 041,IMPOUNDED,,,1,P0849044,18505,10,OWNER SURRENDER,GENERAL,HOUSING,CBM,5/17/2019 0:00,11:04:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461523,,,SCAN CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1059487,DOG,PIT BULL,LFD 042,AVAILABLE,,,1,P0873849,4300,6,OWNER SURRENDER,GENERAL,HOUSING,IF,5/17/2019 0:00,14:18:00,5/17/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461567,,,SCAN CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1060799,DOG,PIT BULL,QD 13,UNAVAILABLE,,A19-173698,1,P0880794,20500,6,OWNER SURRENDER,QUARANTINE,BEHAVIOR,IF,5/17/2019 0:00,18:53:00,5/26/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,QUARANTINE,OTHER,,0:00:00,,K19-461616,,,SCAN CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1059001,DOG,PIT BULL,LFD 060,AVAILABLE,,,1,P0692285,405,2,OWNER SURRENDER,GENERAL,HOUSING,CBM,5/18/2019 0:00,12:40:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461698,,,SCAN CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1067061,DOG,GERM SHEPHERD,LFD 084,AVAILABLE,,,1,P0883938,20500,6,OWNER SURRENDER,RETURN30,MEDICAL,DL,5/18/2019 0:00,11:12:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461673,,,SCAN CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068130,DOG,SHIH TZU,STAR 5,AVAILABLE,,,1,P0884356,9605,6,OWNER SURRENDER,GENERAL,HOUSING,DL,5/18/2019 0:00,12:17:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461695,,,SCAN NO CHIP,OVER THE COUNTER,LFSD2 - CC18,4,FY2017,NEXT_FY,,,,
A1068192,DOG,GERM SHEPHERD,NMOMS 3,IMPOUNDED,,A19-173756,1,P0884440,5901,4,OWNER SURRENDER,GENERAL,FINANCIAL,DA1761,5/18/2019 0:00,19:21:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-461762,,,UNABLE TO SCAN,FIELD,,4,FY2017,NEXT_FY,,,,
A1068132,DOG,PIT BULL,LFD 079,AVAILABLE,,,1,P0875129,11702,5,OWNER SURRENDER,GENERAL,NOTRIGHTFT,DL,5/18/2019 0:00,12:42:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461699,,,SCAN CHIP,OVER THE COUNTER,LFD79 - DC22,4,FY2017,NEXT_FY,,,,
A1068193,DOG,GERM SHEPHERD,LFD 152,AVAILABLE,,A19-173756,1,P0884440,5901,4,OWNER SURRENDER,GENERAL,FINANCIAL,DA1761,5/18/2019 0:00,19:21:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461763,,,SCAN NO CHIP,FIELD,LFD152 - DC1,4,FY2017,NEXT_FY,,,,
A1059258,DOG,BOXER,LFD 057,AVAILABLE,,,1,P0878890,7202,2,OWNER SURRENDER,GENERAL,PERSNLISSU,DL/MW,5/18/2019 0:00,17:29:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461748,,,SCAN CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068153,DOG,SCHNAUZER STAND,FREEZER,UNAVAILABLE,,,1,P0884379,12100,7,OWNER SURRENDER,#NAME?,OTHER,IF,5/18/2019 0:00,13:39:00,5/18/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-461719,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068118,DOG,CHIHUAHUA SH,PSDOG 01,AVAILABLE,,,1,P0884349,6200,4,OWNER SURRENDER,GENERAL,PERSNLISSU,IF,5/18/2019 0:00,11:50:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,OTHER,,0:00:00,,K19-461681,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068135,DOG,CHIHUAHUA SH,IC 19,AVAILABLE,,,1,P0884368,10801,3,OWNER SURRENDER,GENERAL,HOUSING,CBM,5/18/2019 0:00,12:54:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,OTHER,,0:00:00,,K19-461702,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1056573,DOG,CAIRN TERRIER,STAR 5,AVAILABLE,,A19-173677,1,P0884305,3902,7,OWNER SURRENDER,GENERAL,OTHER,TM1736,5/18/2019 0:00,5:31:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,OTHER,,0:00:00,,K19-461631,,,SCAN CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1067159,DOG,CHIHUAHUA SH,LFD 081,AVAILABLE,,,1,P0883727,12207,7,OWNER SURRENDER,RETURN30,BEHAVIOR,CBM,5/18/2019 0:00,16:53:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461741,,,SCAN CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068196,DOG,GERM SHEPHERD,NMOMS 3,IMPOUNDED,,A19-173756,1,P0884440,5901,4,OWNER SURRENDER,GENERAL,FINANCIAL,DA1761,5/18/2019 0:00,19:21:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-461766,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068195,DOG,GERM SHEPHERD,NMOMS 3,IMPOUNDED,,A19-173756,1,P0884440,5901,4,OWNER SURRENDER,GENERAL,FINANCIAL,DA1761,5/18/2019 0:00,19:21:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-461765,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068194,DOG,GERM SHEPHERD,NMOMS 3,IMPOUNDED,,A19-173756,1,P0884440,5901,4,OWNER SURRENDER,GENERAL,FINANCIAL,DA1761,5/18/2019 0:00,19:21:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-461764,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068136,DOG,CAIRN TERRIER,PSDOG 01,AVAILABLE,,,1,P0884368,10801,3,OWNER SURRENDER,GENERAL,HOUSING,CBM,5/18/2019 0:00,12:54:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,OTHER,,0:00:00,,K19-461703,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068128,DOG,SHIH TZU,LFD 070,AVAILABLE,,,1,P0884356,9605,6,OWNER SURRENDER,GENERAL,HOUSING,DL,5/18/2019 0:00,12:17:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461694,,,SCAN NO CHIP,OVER THE COUNTER,LFD70 - CC8,4,FY2017,NEXT_FY,,,,
A0790322,DOG,PIT BULL,LFD 159,AVAILABLE,,,1,P0534822,3901,7,OWNER SURRENDER,GENERAL,PERSNLISSU,CBM,5/18/2019 0:00,17:36:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461749,,,SCAN CHIP,OVER THE COUNTER,LFD159 - DC4,4,FY2017,NEXT_FY,,,,
A1068161,DOG,PIT BULL,LFD 059,EU RISK,,,1,P0832203,16510,3,OWNER SURRENDER,GENERAL,HOUSING,CBM,5/18/2019 0:00,15:08:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461726,,,SCAN NO CHIP,OVER THE COUNTER,LFD59 - DC18,4,FY2017,NEXT_FY,,,,
A1068197,DOG,GERM SHEPHERD,NMOMS 3,IMPOUNDED,,A19-173756,1,P0884440,5901,4,OWNER SURRENDER,GENERAL,FINANCIAL,DA1761,5/18/2019 0:00,19:21:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-461767,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1040060,DOG,SIBERIAN HUSKY,LFD 155,AVAILABLE,,,1,P0820139,20500,6,OWNER SURRENDER,RETURN30,PERSNLISSU,DL,5/19/2019 0:00,13:13:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461832,,,SCAN CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1068230,DOG,CHOW CHOW,LFD 143,AVAILABLE,,,1,P0884476,5100,1,OWNER SURRENDER,GENERAL,HOUSING,IF,5/19/2019 0:00,12:28:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461824,,,SCAN CHIP,OVER THE COUNTER,LFD143 - DC17,3,FY2017,NEXT_FY,,,,
A1062913,DOG,GERM SHEPHERD,LFD 139,IMPOUNDED,,,1,P0884473,8400,7,OWNER SURRENDER,GENERAL,NOTRIGHTFT,AH,5/19/2019 0:00,12:11:00,5/25/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461819,,,SCAN CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1067208,DOG,GERM SHEPHERD,LFD 153,AVAILABLE,,,1,P0813906,20500,6,OWNER SURRENDER,RETURN30,BEHAVIOR,BW,5/19/2019 0:00,15:55:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461874,,,SCAN CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1029216,DOG,PIT BULL,LFD 119,EU RISK,,A19-173933,1,P0884533,10804,3,OWNER SURRENDER,GENERAL,BEHAVIOR,EPOOLE,5/19/2019 0:00,17:59:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTH,OTHER,,0:00:00,,K19-461887,,,SCAN CHIP,FIELD,,3,FY2017,NEXT_FY,,,,
A1057806,DOG,PIT BULL,LFD 156,AVAILABLE,,,1,P0873287,2400,2,OWNER SURRENDER,GENERAL,HOUSING,AH,5/19/2019 0:00,12:33:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461823,,,SCAN CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1068280,DOG,PIT BULL,PUPS 2,AVAILABLE,,,1,P0726847,5901,4,OWNER SURRENDER,GENERAL,FINANCIAL,AH,5/19/2019 0:00,16:52:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461882,,,SCAN NO CHIP,OVER THE COUNTER,PUPS3 - DC2,3,FY2017,NEXT_FY,,,,
A1068281,DOG,PIT BULL,PUPS 2,AVAILABLE,,,1,P0726847,5901,4,OWNER SURRENDER,GENERAL,FINANCIAL,AH,5/19/2019 0:00,16:52:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461884,,,SCAN NO CHIP,OVER THE COUNTER,PUPS3 - DC3,3,FY2017,NEXT_FY,,,,
A1066345,DOG,GERM SHEPHERD,LFD 153,AVAILABLE,,,1,P0813906,20500,6,OWNER SURRENDER,RETURN30,OTHRINTAKS,BW,5/19/2019 0:00,15:51:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461872,,,SCAN CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1056123,DOG,LABRADOR RETR,LFD 145,AVAILABLE,,,1,P0874640,701,14,OWNER SURRENDER,GENERAL,NOTRIGHTFT,AH,5/19/2019 0:00,10:36:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461795,,,SCAN CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1068279,DOG,PIT BULL,PUPS 2,AVAILABLE,,,1,P0726847,5901,4,OWNER SURRENDER,GENERAL,FINANCIAL,AH,5/19/2019 0:00,16:52:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461881,,,SCAN NO CHIP,OVER THE COUNTER,PUPS3 - DC1,3,FY2017,NEXT_FY,,,,
A1068375,DOG,SCHNAUZER MIN,CC 03,AVAILABLE,,A19-174044,1,P0884616,12204,7,OWNER SURRENDER,GENERAL,HOUSING,CS1750,5/20/2019 0:00,16:05:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,TRANSFER,,0:00:00,,K19-462011,,,SCAN NO CHIP,FIELD,ADOPT PENDING,2,FY2017,NEXT_FY,,,,
