mission,company,location,date,time,rocket,price,successful
TVSAT-1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/21/1987,2:19:00,Ariane 2,16910000,TRUE
USA-27 (KH-11),Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",10/26/1987,21:32:00,Titan 34D,16030000,TRUE
"Aussat-A3, Eutelsat 1-F4",Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",9/16/1987,0:45:00,Ariane 3,6680000,TRUE
DMSP 5D-2/F8,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",6/20/1987,2:34:00,Atlas-E/F Star-37S-ISS,13390000,TRUE
NOSS-9,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",5/15/1987,15:45:00,Atlas-H MSD,24320000,TRUE
FLTSATCOM-6,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",3/26/1987,21:22:00,Atlas-G Centaur-D1AR,3160000,FALSE
SROSS-A,ISRO,"SLV LP, Satish Dhawan Space Centre, India",3/24/1987,6:39:00,ASLV,7480000,FALSE
Quasar 7,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",2/12/1987,0:00:00,Titan III(34)B Agena-D,20470000,TRUE
FLTSATCOM-7,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/5/1986,2:30:00,Atlas-G Centaur-D1AR,15120000,TRUE
NOAA-G,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",9/17/1986,15:52:00,Atlas-E/F Star-37S-ISS,9880000,TRUE
Intelsat-5A 14,Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",5/31/1986,0:53:00,Ariane 2,14200000,FALSE
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",4/18/1986,18:45:00,Titan 34D,6780000,FALSE
"GStar-2, Brasilsat-A2",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/28/1986,23:30:00,Ariane 3,12980000,TRUE
SPOT-1 & Viking,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2/22/1986,1:44:00,Ariane 1,14980000,TRUE
NOSS-8,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",2/9/1986,10:06:00,Atlas-H MSD,10020000,TRUE
STS-51-L,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1/28/1986,16:38:00,Space Shuttle Challenger,16130000,FALSE
STS-61-C,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1/12/1986,11:55:00,Space Shuttle Columbia,7090000,TRUE
STS-61-B,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/27/1985,0:29:00,Space Shuttle Atlantis,23140000,TRUE
STS-61-A,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/6/1985,17:00:00,Space Shuttle Challenger,16950000,TRUE
GPS-11,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",10/9/1985,2:53:00,Atlas-E/F SGS-2,3210000,TRUE
STS-51-J,NASA,"LC-39A, Kennedy Space Center, Florida, USA",10/3/1985,15:15:00,Space Shuttle Atlantis,2750000,TRUE
Intelsat V -512,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",9/28/1985,23:17:00,Atlas-G Centaur-D1AR,11470000,TRUE
"ECS 3, Spacenet 3",Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",9/12/1985,23:26:00,Ariane 3,6260000,FALSE
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",8/28/1985,21:20:00,Titan 34D,16280000,FALSE
STS-51-I,NASA,"LC-39A, Kennedy Space Center, Florida, USA",8/27/1985,10:58:00,Space Shuttle Discovery,14500000,TRUE
STS-51-F,NASA,"LC-39A, Kennedy Space Center, Florida, USA",7/25/1985,21:00:00,Space Shuttle Challenger,19430000,TRUE
Giotto,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",7/2/1985,11:23:00,Ariane 1,13220000,TRUE
Intelsat V -511,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",6/30/1985,0:44:00,Atlas-G Centaur-D1AR,7990000,TRUE
STS-51-G,NASA,"LC-39A, Kennedy Space Center, Florida, USA",6/17/1985,11:33:00,Space Shuttle Discovery,14850000,TRUE
"GStar-1, Telecom 1B",Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",5/8/1985,1:15:00,Ariane 3,1730000,TRUE
STS-51-B,NASA,"LC-39A, Kennedy Space Center, Florida, USA",5/6/1985,16:02:00,Space Shuttle Challenger,6070000,TRUE
STS-51-D,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/12/1985,13:59:00,Space Shuttle Discovery,3300000,TRUE
Intelsat V -510,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",3/22/1985,23:55:00,Atlas-G Centaur-D1AR,3450000,TRUE
Geosat,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",3/13/1985,2:00:00,Atlas-E/F OIS,23990000,TRUE
Quasar 6,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",2/8/1985,6:00:00,Titan III(34)B Agena-D,9310000,TRUE
"Arabsat-1A, Brasilsat-A1",Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",2/8/1985,23:22:00,Ariane 3,3910000,TRUE
STS-51-C,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1/24/1985,19:50:00,Space Shuttle Discovery,7560000,TRUE
DSP-12,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",12/22/1984,0:02:00,Titan 34D,10740000,TRUE
NOAA-F,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",12/12/1984,10:42:00,Atlas-E/F Star-37S-ISS,19730000,TRUE
USA-6 (KH-11),Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",12/4/1984,18:03:00,Titan 34D,7540000,TRUE
"Spacenet 2, MARECS-2",Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",11/10/1984,1:14:00,Ariane 3,8640000,TRUE
STS-51-A,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/8/1984,12:15:00,Space Shuttle Discovery,1540000,TRUE
STS-41-G,NASA,"LC-39A, Kennedy Space Center, Florida, USA",10/5/1984,11:03:00,Space Shuttle Challenger,15330000,TRUE
GPS-10,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",9/8/1984,21:41:00,Atlas-E/F SGS-2,7030000,TRUE
STS-41-D,NASA,"LC-39A, Kennedy Space Center, Florida, USA",8/30/1984,12:41:00,Space Shuttle Discovery,9080000,TRUE
Quasar 5,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",8/28/1984,0:00:00,Titan III(34)B Agena-D,9080000,TRUE
"Eutelsat-1 F2, Telecom 1A",Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",8/4/1984,13:32:00,Ariane 3,2020000,TRUE
USA-2 (KH-9),Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",6/25/1984,18:47:00,Titan 34D,23910000,TRUE
GPS-9,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",6/13/1984,11:37:00,Atlas-E/F SGS-2,5650000,TRUE
Intelsat V -509,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",6/9/1984,23:03:00,Atlas-G Centaur-D1AR,10040000,FALSE
Spacenet F1,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",5/23/1984,1:33:00,Ariane 1,11510000,TRUE
DSP-11,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",4/14/1984,16:52:00,Titan 34D,18440000,TRUE
STS-41-C,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/6/1984,13:58:00,Space Shuttle Challenger,2370000,TRUE
Intelsat 508,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",3/5/1984,0:50:00,Ariane 1,14360000,TRUE
NOSS-7,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",2/5/1984,18:44:00,Atlas-H MSD,14590000,TRUE
STS-41-B,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2/3/1984,13:00:00,Space Shuttle Challenger,14620000,TRUE
OPS-0441 (Vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1/31/1984,3:08:00,Titan 34D,13460000,TRUE
STS-9,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/28/1983,16:00:00,Space Shuttle Columbia,4290000,TRUE
DMSP 5D-2/F7,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",11/18/1983,6:32:00,Atlas-E/F Star-37S-ISS,11740000,TRUE
Intelsat 507,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",10/19/1983,0:45:00,Ariane 1,20540000,TRUE
STS-8,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/5/1983,7:40:00,Space Shuttle Challenger,15330000,TRUE
Jumpseat 7,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",7/31/1983,15:41:00,Titan III(34)B Agena-D,11000000,TRUE
GPS-8,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",7/14/1983,10:21:00,Atlas-E/F SGS-2,2330000,TRUE
OPS-0721 (KH-9),Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",6/20/1983,18:45:00,Titan 34D,8130000,TRUE
STS-7,NASA,"LC-39A, Kennedy Space Center, Florida, USA",6/18/1983,11:33:00,Space Shuttle Challenger,10380000,TRUE
ECS 1 & Oscar-10,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",6/16/1983,11:59:00,Ariane 1,14530000,TRUE
NOSS-6,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",6/9/1983,23:23:00,Atlas-H MSD,14430000,TRUE
Intelsat V -506,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/19/1983,22:26:00,Atlas-SLV3D Centaur-D1AR,8310000,TRUE
Rohini RS-D2,ISRO,"SLV LP, Satish Dhawan Space Centre, India",4/17/1983,5:44:00,SLV-3,3140000,TRUE
STS-6,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/4/1983,18:30:00,Space Shuttle Challenger,3580000,TRUE
NOAA-E,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",3/28/1983,15:52:00,Atlas-E/F Star-37S-ISS,1110000,TRUE
NOSS-5,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",2/9/1983,13:47:00,Atlas-H MSD,22980000,TRUE
DMSP 5D-2/F6,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",12/21/1982,2:38:00,Atlas-E/F Star-37S-ISS,9610000,TRUE
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",11/17/1982,21:22:00,Titan IIID,20520000,TRUE
STS-5,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/11/1982,12:19:00,Space Shuttle Columbia,19590000,TRUE
DSCS-II-15 + DSCS-III-A1,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",10/30/1982,1:00:00,Titan 34D,7430000,TRUE
Intelsat V -505,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",9/28/1982,23:17:00,Atlas-SLV3D Centaur-D1AR,10530000,TRUE
MARCES-B & Sirio-2,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",9/9/1982,2:12:00,Ariane 1,18860000,FALSE
STS-4,NASA,"LC-39A, Kennedy Space Center, Florida, USA",6/27/1982,16:09:00,Space Shuttle Columbia,5970000,TRUE
KH-9 & SSF-D-4,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",5/11/1982,18:45:00,Titan IIID,13550000,TRUE
STS-3,NASA,"LC-39A, Kennedy Space Center, Florida, USA",3/22/1982,16:00:00,Space Shuttle Columbia,11020000,TRUE
DSP-10,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",3/6/1982,19:25:00,Titan III(23)C,18230000,TRUE
Intelsat V -504,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",3/5/1982,0:23:00,Atlas-SLV3D Centaur-D1AR,15600000,TRUE
MARCES-1 & CAT-4,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",12/20/1981,1:29:00,Ariane 1,1920000,TRUE
GPS-7,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",12/19/1981,1:10:00,Atlas-E/F SGS-1,7270000,FALSE
Intelsat V -503,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/15/1981,23:35:00,Atlas-SLV3D Centaur-D1AR,15120000,TRUE
STS-2,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/12/1981,15:09:00,Space Shuttle Columbia,2550000,TRUE
OPS-4029 (Vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",10/31/1981,9:22:00,Titan III(23)C,14990000,TRUE
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",9/3/1981,18:29:00,Titan IIID,14100000,TRUE
FLTSATCOM-5,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",8/6/1981,8:16:00,Atlas-SLV3D Centaur-D1AR,21630000,FALSE
NOAA-C,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",6/23/1981,10:52:00,Atlas-E/F Star-37S-ISS,9380000,TRUE
CAT-3 & Others,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",6/19/1981,12:33:00,Ariane 1,3200000,TRUE
Rohini RS-D1,ISRO,"SLV LP, Satish Dhawan Space Centre, India",5/31/1981,5:00:00,SLV-3,18840000,FALSE
Intelsat V -501,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",5/23/1981,22:42:00,Atlas-SLV3D Centaur-D1AR,14800000,TRUE
Jumpseat 6,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",4/24/1981,21:32:00,Titan III(34)B Agena-D,23750000,TRUE
STS-1,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/12/1981,12:00:00,Space Shuttle Columbia,20600000,TRUE
DSP-9,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",3/16/1981,13:30:00,Titan III(23)C,15590000,TRUE
Comstar D4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",2/21/1981,23:23:00,Atlas-SLV3D Centaur-D1AR,9340000,TRUE
Quasar 4,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",12/13/1980,18:00:00,Titan III(34)B Agena-D,10700000,TRUE
NOSS-4,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",12/9/1980,7:18:00,Atlas-E/F MSD,10850000,FALSE
Intelsat V -502,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/6/1980,23:31:00,Atlas-SLV3D Centaur-D1AR,8150000,TRUE
FLTSATCOM-4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",10/31/1980,3:54:00,Atlas-SLV3D Centaur-D1AR,10800000,TRUE
Rohini RS-1,ISRO,"SLV LP, Satish Dhawan Space Centre, India",7/18/1980,2:33:00,SLV-3,15550000,TRUE
KH-9),Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",6/18/1980,18:29:00,Titan IIID,3950000,TRUE
NOAA-B,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",5/29/1980,10:53:00,Atlas-E/F Star-37S-ISS,14710000,FALSE
CAT-2 & Others,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",5/23/1980,14:29:00,Ariane 1,23150000,FALSE
GPS-6,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",4/26/1980,22:00:00,Atlas-E/F SGS-1,10210000,TRUE
NOSS-3,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",3/3/1980,9:27:00,Atlas-E/F MSD,24700000,TRUE
GPS-5,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",2/9/1980,23:08:00,Atlas-E/F SGS-1,8390000,TRUE
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",2/7/1980,21:10:00,Titan IIID,1990000,TRUE
FLTSATCOM-3,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1/18/1980,1:26:00,Atlas-SLV3D Centaur-D1AR,20650000,TRUE
CAT-1,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",12/24/1979,17:14:00,Ariane 1,7460000,TRUE
DSCS-II 13&14,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",11/21/1979,2:09:00,Titan III(23)C,1240000,TRUE
OPS-1948 (Vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",10/1/1979,11:22:00,Titan III(23)C,22870000,TRUE
HEAO-3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",9/20/1979,5:28:00,Atlas-SLV3D Centaur-D1AR,10500000,TRUE
Rohini Technology Payload,ISRO,"SLV LP, Satish Dhawan Space Centre, India",8/10/1979,2:28:00,SLV-3,8860000,FALSE
NOAA-A,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",6/27/1979,15:51:00,Atlas-E/F Star-37S-ISS,15910000,TRUE
DSP-8,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",6/10/1979,13:30:00,Titan III(23)C,10850000,TRUE
FLTSATCOM-2,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/4/1979,18:57:00,Atlas-SLV3D Centaur-D1AR,14420000,TRUE
KH-9 & SSF-D-3,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",3/16/1979,18:30:00,Titan IIID,13490000,TRUE
Solwind,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",2/24/1979,8:20:00,Atlas-E/F OIS,5700000,TRUE
DSCS-II 11&12,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",12/14/1978,0:40:00,Titan III(23)C,15020000,TRUE
GPS-4,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",12/11/1978,3:59:00,Atlas-E/F SGS-1,10160000,TRUE
HEAO-2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",11/13/1978,5:24:00,Atlas-SLV3D Centaur-D1AR,7520000,TRUE
Tiros-N,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",10/13/1978,11:23:00,Atlas-E/F Star-37S-ISS,2680000,TRUE
GPS-3,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",10/7/1978,0:28:00,Atlas-E/F SGS-1,4840000,TRUE
Pioneer Venus Multiprobe,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",8/8/1978,7:33:00,Atlas-SLV3D Centaur-D1AR,4620000,TRUE
Quasar 3,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",8/5/1978,10:00:00,Titan III(34)B Agena-D,16300000,TRUE
Comstar D3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",6/29/1978,22:24:00,Atlas-SLV3D Centaur-D1AR,22920000,TRUE
Seasat,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",6/27/1978,1:12:00,Atlas-E/F Agena D,4300000,TRUE
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",6/14/1978,18:28:00,Titan IIID,4250000,TRUE
OPS-9454 (vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",6/10/1978,19:08:00,Titan III(23)C,16690000,TRUE
Pioneer Venus Orbiter,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/20/1978,13:13:00,Atlas-SLV3D Centaur-D1AR,23510000,TRUE
GPS-2,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",5/13/1978,10:34:00,Atlas-E/F SGS-1,9470000,TRUE
OPS-8790 (Aquacade-4),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",4/7/1978,0:45:00,Atlas-SLV3A Agena-D,24800000,TRUE
Intelsat 4A F6,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",3/31/1978,23:36:00,Atlas-SLV3D Centaur-D1AR,13090000,TRUE
DSCS-II 9&10,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",3/25/1978,18:09:00,Titan III(23)C,19840000,FALSE
KH-9 & SSF-D-2,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",3/16/1978,18:43:00,Titan IIID,11110000,TRUE
Jumpseat 5,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",2/25/1978,5:00:00,Titan III(34)B Agena-D,6520000,TRUE
GPS-1,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",2/22/1978,23:44:00,Atlas-E/F SGS-1,5140000,TRUE
FLTSATCOM-1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",2/9/1978,21:17:00,Atlas-SLV3D Centaur-D1AR,7430000,TRUE
Intelsat 4A F3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1/7/1978,0:15:00,Atlas-SLV3D Centaur-D1AR,5320000,TRUE
OPS-4258 (Aquacade-3),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",12/11/1977,22:45:00,Atlas-SLV3A Agena-D,11000000,TRUE
NOSS-2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",12/8/1977,17:45:00,Atlas-E/F MSD,6310000,TRUE
Intelsat 4A F5,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",9/30/1977,1:02:00,Atlas-SLV3D Centaur-D1AR,14500000,FALSE
Voyager 1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",9/5/1977,12:56:00,Titan IIIE,11890000,TRUE
Voyager 2,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",8/20/1977,14:29:00,Titan IIIE,2770000,TRUE
HEAO-1,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",8/12/1977,6:29:00,Atlas-SLV3D Centaur-D1AR,11320000,TRUE
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",6/27/1977,18:30:00,Titan IIID,24460000,TRUE
NTS-2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",6/23/1977,9:16:00,Atlas-E/F SGS-1,11550000,TRUE
Intelsat 4A F4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/26/1977,21:47:00,Atlas-SLV3D Centaur-D1AR,3280000,TRUE
AFP-827 (Canyon-7),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",5/23/1977,18:13:00,Atlas-SLV3A Agena-D,23480000,TRUE
DSCS-II 7&8,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",5/12/1977,14:27:00,Titan III(23)C,14690000,TRUE
DSP-7,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",2/6/1977,6:00:00,Titan III(23)C,7890000,TRUE
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",12/19/1976,18:19:00,Titan IIID,21270000,TRUE
Quasar 2,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",8/6/1976,3:00:00,Titan III(34)B Agena-D,9100000,TRUE
Comstar D2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",7/22/1976,22:04:00,Atlas-SLV3D Centaur-D1AR,16280000,TRUE
"KH-9, S3 & SSF-D-1",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",7/8/1976,18:30:00,Titan IIID,11260000,TRUE
DSP-6,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",6/26/1976,3:00:00,Titan III(23)C,12350000,TRUE
Quasar 1,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",6/2/1976,1:00:00,Titan III(34)B Agena-D,9480000,TRUE
Comstar D1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/13/1976,22:28:00,Atlas-SLV3D Centaur-D1AR,19870000,TRUE
NOSS-1,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",4/30/1976,19:12:00,Atlas-E/F MSD,16190000,TRUE
"LES-8, LES-9, Solrad-11a, Solrad-11b",Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",3/14/1976,1:25:00,Titan III(23)C,8710000,TRUE
Intelsat 4A F2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1/29/1976,23:56:00,Atlas-SLV3D Centaur-D1AR,10890000,TRUE
Helios-2,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1/15/1976,5:34:00,Titan IIIE,16690000,TRUE
DSP-5,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",12/14/1975,5:15:00,Titan III(23)C,16500000,TRUE
KH-9 & S3,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",12/4/1975,20:38:00,Titan IIID,16160000,TRUE
Intelsat 4A F1,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",9/26/1975,0:17:00,Atlas-SLV3D Centaur-D1AR,15660000,TRUE
Viking 2,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",9/9/1975,18:39:00,Titan IIIE,3330000,TRUE
Viking 1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",8/20/1975,21:22:00,Titan IIIE,22760000,TRUE
ASTP (Apollo???Soyuz Test Project),NASA,"LC-39B, Kennedy Space Center, Florida, USA",7/15/1975,19:50:00,Saturn IB,23790000,TRUE
AFP-827 (Canyon-6),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",6/18/1975,9:00:00,Atlas-SLV3A Agena-D,10180000,TRUE
KH-9 & SSF-C-5,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",6/8/1975,18:30:00,Titan IIID,6160000,TRUE
Intelsat 4 F1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/22/1975,22:04:00,Atlas-SLV3D Centaur-D1A,14320000,TRUE
DSCS-II 5&6,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",5/20/1975,14:03:00,Titan III(23)C,10850000,FALSE
P72-2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",4/13/1975,0:51:00,Atlas-E/F Star-17A,22910000,FALSE
Jumpseat 4,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",3/10/1975,4:41:00,Titan III(34)B Agena-D,3700000,TRUE
Intelsat 4 F6,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",2/20/1975,23:35:00,Atlas-SLV3D Centaur-D1A,22940000,FALSE
Helios-1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",12/10/1974,7:11:00,Titan IIIE,16690000,TRUE
Intelsat 4 F8,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",11/21/1974,23:43:00,Atlas-SLV3D Centaur-D1A,12170000,TRUE
"KH-9, S3 & SSF-B-26",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",10/29/1974,19:30:00,Titan IIID,3880000,TRUE
P73-3,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",7/14/1974,5:17:00,Atlas-E/F PTS,1800000,TRUE
ATS-6,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",5/30/1974,13:00:00,Titan III(23)C,12720000,TRUE
"KH-9, SSF-B-25, IRCB",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",4/10/1974,20:20:00,Titan IIID,21600000,TRUE
Sphinx & Viking-DS,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",2/11/1974,13:48:00,Titan IIIE,21670000,FALSE
DSCS-II 3&4,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",12/13/1973,23:57:00,Titan III(23)C,18600000,TRUE
